,zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day
1166,98105,2,,5,5,5,5,3,3,2,3,3,3,2,2,1,2,1,1,1,1,2,2,3,1.0,2,2,3,3,3,3.0,3,3,3,3.0,2,4,4,3,4,4,4,4,2,2,1,1,1,1,2,2,2,2,1,1,2,1,44,3,3,3,1,1,1.0,0.792605254,1.0,,,,2019,5,24
1167,98056,1,1.0,3,5,5,3,5,3,2,3,3,3,3,2,1,2,1,1,1,1,1,2,2,3.0,2,2,3,3,2,3.0,2,2,1,3.0,2,4,3,3,3,5,3,3,2,2,2,1,1,1,1,2,1,1,1,1,2,2,39,3,3,3,2,1,2.0,0.712050507,1.0,,,,2019,5,24
1168,98188,2,,5,5,5,2,5,3,2,3,3,3,2,2,1,1,1,1,1,1,1,2,1,1.0,2,3,3,1,3,3.0,2,2,1,3.0,2,3,3,3,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,46,3,4,1,1,1,2.0,4.840350518,1.0,,,,2019,5,24
1169,98029,1,1.0,2,2,5,2,2,3,2,3,3,2,5,2,1,2,1,1,1,1,1,3,3,1.0,2,2,2,1,3,1.0,3,3,1,2.0,2,4,2,3,3,3,3,3,1,1,1,1,1,1,1,2,1,2,1,1,2,2,17,1,3,2,4,1,2.0,1.085702048,1.0,,,,2019,5,24
1170,98092,2,,5,5,3,2,5,4,1,4,4,4,1,1,1,1,1,1,1,1,2,2,2,1.0,2,3,2,3,3,3.0,1,1,1,1.0,2,4,4,3,4,4,4,4,1,1,2,1,1,1,1,2,2,1,1,1,2,2,66,5,3,2,3,1,2.0,0.909709492,1.0,,,,2019,5,24
1171,98053,2,,5,5,4,2,5,4,3,4,4,4,1,1,1,2,2,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,79,5,3,4,3,1,2.0,1.32982567,1.0,,,,2019,5,24
1172,98047,1,1.0,5,5,5,5,5,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,2.0,1,2,2,2,2,3.0,3,3,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,48,3,3,3,1,1,2.0,0.704096246,1.0,,,,2019,5,24
1173,98010,2,,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,3,2.0,2,2,3,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,1,1,2,2,1,1,1,2,2,72,5,3,2,1,1,3.0,0.909709492,1.0,,,,2019,5,24
1174,98038,1,1.0,5,5,5,1,5,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,1.0,2,3,3,1,3,2.0,2,2,1,2.0,2,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,54,4,3,3,2,1,2.0,0.570317959,1.0,,,,2019,5,24
1175,98108,2,,5,5,5,4,5,4,2,3,4,4,1,1,1,1,1,1,1,1,2,1,2,3.0,2,3,2,3,3,2.0,3,3,3,2.0,2,4,4,4,4,4,4,4,1,1,1,1,2,1,2,1,1,2,1,1,2,2,34,2,3,1,1,2,1.0,0.88437144,1.0,,,,2019,5,24
1176,98155,2,,3,5,5,4,5,3,2,3,3,3,2,1,2,3,2,1,1,2,2,2,3,1.0,2,2,2,3,2,3.0,3,2,1,3.0,2,3,4,4,4,4,4,4,2,2,1,1,2,2,2,2,2,2,2,2,2,1,66,5,3,3,3,1,2.0,0.721231395,1.0,,,,2019,5,24
1177,98008,1,1.0,5,5,5,3,5,4,4,4,3,3,1,1,2,2,1,3,1,1,1,3,3,1.0,2,3,1,3,1,1.0,3,3,1,1.0,2,4,4,3,4,4,4,4,2,2,2,1,1,1,1,2,2,2,2,2,2,2,52,4,4,3,2,1,1.0,3.92068392,1.0,,,,2019,5,24
1178,98146,1,1.0,1,3,5,2,2,3,1,2,3,2,2,1,1,2,2,1,1,1,2,2,3,1.0,2,2,2,1,3,3.0,3,1,1,1.0,3,4,3,2,4,3,4,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,44,3,3,3,3,1,2.0,0.8790747,1.0,,,,2019,5,24
1179,98003,2,,5,5,5,5,5,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,1,1,1,1,1,2,2,1,1,1,2,2,62,4,3,2,1,2,2.0,0.91306588,1.0,,,,2019,5,24
1180,98070,1,1.0,4,5,5,3,5,3,2,3,4,3,2,1,1,4,2,1,1,2,2,2,2,1.0,1,1,1,1,1,1.0,2,2,1,2.0,2,4,4,3,4,4,3,3,2,2,1,1,2,2,2,2,2,2,1,1,2,2,51,4,3,4,5,1,3.0,1.096942091,1.0,,,,2019,5,24
1181,98101,2,,5,5,5,5,5,4,3,4,4,3,1,1,2,3,2,1,1,1,1,1,3,1.0,2,2,2,3,3,3.0,2,2,3,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,1,1,1,2,2,50,4,3,3,1,2,1.0,0.82476849,1.0,,,,2019,5,24
1182,98003,1,2.0,1,1,2,1,2,1,1,1,1,1,1,5,5,4,4,3,2,4,4,2,2,2.0,2,2,2,1,2,1.0,2,1,2,2.0,2,3,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,21,2,3,1,2,1,1.0,0.703534927,1.0,,,,2019,5,24
1183,98008,2,,5,5,5,5,5,4,2,4,4,3,2,1,1,1,1,1,1,1,1,2,3,3.0,2,3,3,3,3,2.0,2,2,3,3.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,1,2,2,2,20,2,4,3,3,1,2.0,0.733350064,1.0,,,,2019,5,24
1184,98058,1,1.0,3,3,5,2,3,3,2,3,3,3,3,2,2,3,2,1,1,2,2,2,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,1,3,3,4,4,4,4,2,2,2,2,2,1,1,2,2,2,2,2,2,1,56,4,3,3,5,1,2.0,0.786177134,1.0,,,,2019,5,24
1185,98125,1,1.0,5,5,5,5,5,3,2,1,1,1,2,1,2,2,1,1,1,1,3,1,3,3.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,2,47,3,3,2,3,1,2.0,0.82476849,1.0,,,,2019,5,24
1186,98105,1,6.0,5,5,5,5,5,2,1,4,4,4,2,1,1,2,1,1,1,1,2,2,3,1.0,1,1,1,1,3,3.0,2,2,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,24,2,7,4,1,2,1.0,0.87454219,1.0,,,,2019,5,24
1187,98178,1,1.0,5,5,5,2,5,4,1,4,4,4,2,1,1,3,2,1,1,1,1,1,2,1.0,2,2,2,1,3,3.0,2,2,1,2.0,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,1,1,2,2,57,4,3,3,4,1,1.0,1.14133235,1.0,,,,2019,5,24
1188,98074,2,,5,5,5,5,5,4,2,4,4,4,2,1,2,2,1,1,1,1,1,1,3,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,2,1,52,4,3,3,4,1,2.0,0.880120308,1.0,,,,2019,5,24
1189,98023,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,3,2,3,3,1.0,3,3,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,69,5,3,4,4,1,2.0,1.137136865,1.0,,,,2019,5,24
1190,98055,1,1.0,6,3,5,5,3,4,1,4,4,3,1,1,2,2,1,1,1,2,5,2,2,1.0,2,2,2,1,2,3.0,2,2,1,2.0,2,4,4,4,4,3,4,3,1,1,1,1,1,1,1,2,1,2,2,1,2,1,46,3,3,1,1,1,1.0,0.704096246,1.0,,,,2019,5,24
1191,98034,1,7.0,5,5,5,2,2,4,1,3,4,3,2,1,1,1,1,1,1,1,1,3,3,1.0,2,2,1,3,3,3.0,1,2,1,1.0,2,2,3,2,4,4,4,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,38,3,4,3,1,1,2.0,0.754630752,1.0,,,,2019,5,24
1192,98121,1,3.0,1,5,3,4,3,2,2,4,4,3,3,1,2,2,1,2,1,1,3,2,2,1.0,2,2,2,1,2,1.0,2,2,2,1.0,2,4,4,4,4,4,4,4,1,1,2,1,1,1,2,2,1,2,1,1,2,1,34,2,1,3,1,1,1.0,0.599510938,1.0,,,,2019,5,24
1193,98058,1,1.0,1,3,3,3,5,4,3,3,3,3,3,2,2,2,2,1,1,1,2,2,2,1.0,1,1,2,1,2,1.0,2,2,3,3.0,2,4,2,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,37,3,3,4,2,1,2.0,0.712050507,1.0,,,,2019,5,24
1194,98070,2,,3,5,3,3,2,3,2,3,4,2,2,1,2,2,1,1,1,2,2,3,2,1.0,2,2,2,2,2,1.0,2,2,1,3.0,2,2,4,4,3,4,3,4,2,2,2,1,1,1,1,2,2,2,1,1,2,1,59,4,6,4,4,1,3.0,1.166016871,1.0,,,,2019,5,24
1195,98006,1,1.0,5,5,5,3,2,3,2,3,4,1,2,1,1,2,1,2,1,2,1,4,2,1.0,2,2,2,1,2,2.0,2,2,1,1.0,2,4,4,2,3,3,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,29,2,4,4,4,1,3.0,2.447229141,1.0,,,,2019,5,24
1196,98058,1,1.0,3,5,4,2,5,3,1,4,4,4,3,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,3,4,4,3,4,4,4,2,2,2,1,1,1,1,2,1,1,1,1,2,2,38,3,3,2,2,1,2.0,0.712050507,1.0,,,,2019,5,24
1197,98006,1,1.0,3,5,4,2,5,3,2,4,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,3,4,4,3,4,4,4,2,2,2,2,2,1,1,2,1,2,1,1,2,1,63,4,3,3,3,1,2.0,0.591110627,1.0,,,,2019,5,24
1198,98001,2,,5,5,5,5,5,4,3,4,4,4,2,1,1,1,1,1,1,1,1,1,2,1.0,2,3,2,3,3,2.0,3,3,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,33,2,3,3,4,2,2.0,1.901940062,1.0,,,,2019,5,24
1199,98107,2,,3,2,3,2,2,3,2,3,4,2,2,1,1,1,1,1,1,1,1,3,2,1.0,2,3,2,1,3,3.0,1,1,3,3.0,2,2,2,1,2,3,3,3,2,2,1,2,2,2,2,2,1,1,1,1,2,2,36,3,1,4,3,1,1.0,0.530333582,1.0,,,,2019,5,24
1200,98134,1,4.0,3,5,3,1,3,3,2,4,4,4,1,1,1,2,1,1,1,1,3,2,2,1.0,2,2,1,1,3,1.0,3,3,1,2.0,2,3,4,4,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,2,3,40,3,1,3,4,1,1.0,0.662916978,1.0,,,,2019,5,24
1201,98030,2,,5,5,3,2,5,4,2,4,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,2,1,3,1,2,2.0,1,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,1,1,1,1,2,1,72,5,3,3,1,1,2.0,0.721231395,1.0,,,,2019,5,24
1202,98002,1,1.0,5,5,5,3,3,3,5,3,3,5,2,2,2,1,1,1,1,1,4,3,3,1.0,2,3,3,1,3,1.0,3,3,1,3.0,2,4,4,3,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,33,2,3,3,2,1,2.0,1.23245716,1.0,,,,2019,5,24
1203,98004,1,3.0,5,5,2,2,3,5,5,3,4,5,3,2,1,1,1,1,1,1,1,2,3,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,2,4,4,4,4,2,2,1,1,2,2,1,2,1,1,1,1,2,1,35,3,3,4,5,1,1.0,1.054164988,1.0,,,,2019,5,24
1204,98006,2,,5,5,5,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,4,4,4,3,3,3,3,1,1,2,2,1,1,1,2,2,2,1,1,2,2,45,3,3,4,4,2,1.0,1.030960612,1.0,,,,2019,5,24
1206,98033,2,,3,3,3,1,3,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,1,1,1,1,2,1,63,4,4,3,3,2,2.0,0.932813497,1.0,,,,2019,5,24
1207,98011,1,1.0,4,5,5,5,5,4,3,3,4,4,1,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,1,2,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,1,2,1,1,2,2,60,4,3,1,1,2,2.0,0.91306588,1.0,,,,2019,5,24
1208,98030,2,,5,5,3,1,2,2,1,4,3,2,2,1,1,2,1,1,1,1,3,5,2,3.0,3,3,3,3,3,3.0,3,3,3,3.0,3,4,4,2,5,4,5,5,2,2,2,1,2,2,2,2,1,1,2,2,2,2,31,2,3,2,2,1,2.0,0.716340867,1.0,,,,2019,5,24
1209,98122,1,3.0,1,5,5,3,4,3,3,3,3,3,2,2,2,2,2,2,2,1,3,2,3,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,39,3,2,1,1,1,1.0,0.509322416,1.0,,,,2019,5,24
1210,98166,1,1.0,5,5,5,4,3,2,2,4,4,3,3,2,1,2,2,1,1,1,2,2,3,1.0,2,2,3,1,3,3.0,3,3,1,3.0,2,2,4,2,4,4,4,4,1,1,1,1,1,1,1,2,2,2,1,1,2,2,42,3,3,3,3,1,2.0,0.8790747,1.0,,,,2019,5,24
1211,98105,2,,5,5,5,2,5,4,2,4,4,3,2,1,1,1,1,1,1,1,1,2,3,1.0,2,2,3,1,3,3.0,2,2,3,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,1,1,2,2,2,2,27,2,3,3,2,1,1.0,0.716340867,1.0,,,,2019,5,24
1212,98011,2,,3,3,5,5,5,4,2,3,3,4,2,1,1,2,1,1,1,1,2,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,3,4,4,3,4,3,2,2,1,1,1,1,1,2,2,2,1,1,2,2,45,3,3,4,5,1,2.0,1.096942091,1.0,,,,2019,5,24
1213,98188,2,,5,5,5,2,5,3,2,3,3,3,2,1,1,3,2,1,1,1,3,2,2,1.0,2,1,2,1,1,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,1,2,1,2,2,2,20,2,1,1,1,1,3.0,0.315194627,1.0,,,,2019,5,24
1215,98116,1,1.0,2,2,2,1,1,2,1,5,3,3,3,2,1,1,1,1,1,1,1,1,3,1.0,3,3,1,1,1,1.0,1,1,1,3.0,2,2,3,3,3,3,4,4,1,1,1,1,2,1,2,2,2,2,1,1,2,2,33,2,3,3,5,1,1.0,1.176214016,1.0,,,,2019,5,24
1216,98198,1,1.0,5,5,5,3,3,4,2,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1.0,2,2,2,1,2,2.0,2,2,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,67,5,3,3,3,1,2.0,0.909709492,1.0,,,,2019,5,24
1217,98125,1,1.0,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2.0,2,1,1,1,1,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,58,4,3,2,1,1,1.0,0.591110627,1.0,,,,2019,5,24
1218,98136,1,1.0,4,5,4,5,5,2,1,3,4,4,3,1,1,2,2,1,1,1,1,1,2,1.0,2,2,2,3,2,3.0,2,2,1,2.0,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,1,1,2,2,20,2,3,2,2,1,2.0,0.703534927,1.0,,,,2019,5,24
1219,98092,3,,5,5,5,5,5,4,4,4,4,4,1,1,2,1,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,44,3,3,3,1,1,3.0,0.8790747,1.0,,,,2019,5,24
1220,98045,2,,5,5,5,5,5,3,2,4,4,4,2,1,1,2,1,1,1,2,2,1,2,1.0,2,2,2,3,2,2.0,2,2,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,50,4,3,3,2,1,3.0,0.668062477,1.0,,,,2019,5,24
1221,98052,1,1.0,3,3,5,3,5,3,2,4,4,4,2,1,1,1,1,1,1,1,1,2,2,2.0,2,2,1,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,2,1,1,2,1,1,1,1,2,2,40,3,1,3,3,1,2.0,0.530333582,2.0,,,,2019,5,24
1222,98133,2,,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,1,1,1,2,1,3,1.0,2,1,2,1,3,3.0,1,1,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,29,2,2,2,1,2,2.0,1.225143673,1.0,,,,2019,5,24
1223,98103,1,5.0,1,1,1,1,3,2,2,3,3,3,3,2,1,2,2,1,1,1,1,1,2,1.0,2,2,3,3,2,2.0,2,2,1,2.0,2,2,2,3,2,3,3,3,2,2,2,2,1,1,1,2,2,2,1,1,2,2,29,2,3,4,3,1,1.0,0.88437144,1.0,,,,2019,5,24
1224,98177,1,1.0,3,3,2,2,3,4,2,2,3,4,2,1,1,2,1,1,1,1,1,2,1,1.0,2,1,1,1,3,1.0,1,3,1,2.0,2,3,3,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,2,2,2,2,44,3,4,3,2,1,2.0,0.611250909,1.0,,,,2019,5,24
1225,98177,1,1.0,5,5,5,2,5,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,1,1,1,2,1,2,2,2,2,56,4,3,2,4,1,2.0,1.14133235,1.0,,,,2019,5,24
1226,98059,1,1.0,3,5,3,3,2,3,2,3,4,4,2,1,1,3,3,1,1,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,3,4,3,4,4,4,4,2,2,2,2,2,1,1,1,1,2,2,2,2,2,50,4,3,3,3,1,2.0,0.82476849,1.0,,,,2019,5,24
1227,98148,1,1.0,2,3,3,2,1,3,2,3,3,2,2,1,2,3,2,1,1,1,2,3,2,1.0,2,2,3,3,3,2.0,2,2,3,2.0,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,21,2,3,1,1,1,2.0,0.868561638,1.0,,,,2019,5,24
1228,98058,2,,5,5,5,5,3,4,3,4,4,5,1,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,3,3,2.0,2,2,1,3.0,2,4,4,5,4,4,4,4,1,1,1,2,1,1,1,1,2,1,1,1,2,2,37,3,3,1,3,1,2.0,0.8790747,1.0,,,,2019,5,24
1229,98199,2,,5,5,5,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,2,1,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,1,1,1,1,2,2,63,4,3,3,2,1,1.0,0.739583363,1.0,,,,2019,5,24
1230,98034,2,,5,5,5,2,5,3,1,4,4,3,3,1,1,3,2,1,1,1,1,2,2,1.0,2,2,1,1,2,2.0,2,2,1,2.0,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,66,5,3,4,4,1,2.0,0.901539244,1.0,,,,2019,5,24
1231,98019,2,,5,5,3,5,5,3,2,3,4,2,3,2,1,3,2,1,1,1,3,3,2,3.0,2,2,2,3,2,2.0,2,2,3,3.0,2,4,4,4,3,3,3,3,2,1,1,1,1,1,1,2,1,2,1,1,2,1,21,2,3,2,1,1,2.0,1.228262068,1.0,,,,2019,5,24
1232,98102,1,1.0,2,2,2,3,1,2,2,2,1,1,2,1,1,2,2,2,1,2,4,1,1,1.0,1,1,3,1,1,3.0,1,1,1,1.0,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,1,40,3,3,4,4,1,1.0,0.990756567,1.0,,,,2019,5,24
1233,98003,2,,6,6,6,1,1,3,2,4,4,2,1,1,1,2,1,1,1,1,2,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,2,2,1,3,3,3,3,1,1,1,1,2,2,1,2,2,2,1,2,2,2,20,2,3,3,1,1,1.0,0.868561638,1.0,,,,2019,5,24
1234,98002,1,1.0,5,5,5,5,5,3,2,3,3,3,2,2,1,2,2,2,1,1,1,2,3,3.0,2,2,2,3,3,3.0,3,3,1,3.0,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,23,2,3,3,1,1,2.0,0.868561638,1.0,,,,2019,5,24
1235,98007,2,,5,5,5,1,5,4,2,4,4,4,2,1,1,1,1,1,1,1,2,2,2,1.0,2,2,2,1,3,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,36,3,3,3,4,1,1.0,1.098843375,1.0,,,,2019,5,24
1236,98003,1,1.0,5,5,4,3,5,3,2,4,4,4,2,2,1,2,1,1,1,1,3,2,2,2.0,1,3,3,1,1,1.0,2,2,2,2.0,2,4,4,4,3,4,4,4,1,1,1,2,1,2,2,2,2,2,1,1,2,2,29,2,3,2,2,2,1.0,0.716340867,1.0,,,,2019,5,24
1237,98056,1,3.0,3,3,3,1,3,3,1,4,4,4,2,1,1,2,1,1,1,1,1,2,2,1.0,2,2,3,3,2,1.0,3,2,1,2.0,2,3,3,3,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,30,2,2,2,3,1,1.0,1.225143673,1.0,,,,2019,5,24
1238,98034,1,1.0,4,4,5,1,6,3,1,3,3,2,2,2,2,2,2,2,1,1,2,3,2,1.0,2,2,2,1,2,2.0,2,2,1,1.0,2,4,4,2,4,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,1,26,2,1,3,4,1,2.0,0.749388673,1.0,,,,2019,5,24
1239,98038,1,1.0,5,5,5,1,5,4,1,4,4,4,2,1,1,3,2,2,1,1,3,1,2,1.0,2,2,2,1,2,2.0,2,2,1,1.0,2,5,4,4,4,4,4,4,2,2,2,1,1,1,1,2,2,2,1,1,2,2,29,2,3,2,3,1,2.0,0.88437144,1.0,,,,2019,5,24
1240,98072,1,4.0,4,4,5,4,4,2,1,3,4,3,3,1,1,3,2,1,1,1,1,3,2,1.0,2,2,2,3,3,2.0,2,2,1,2.0,2,3,3,4,4,4,4,4,1,1,1,1,2,1,1,2,2,1,1,1,2,2,21,2,3,3,5,1,2.0,1.155186979,1.0,,,,2019,5,24
1241,98022,2,,5,5,5,5,5,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1.0,2,2,1,1,2,1.0,2,2,1,3.0,2,5,5,5,4,4,4,4,2,2,2,2,1,1,2,2,2,2,1,1,2,2,25,2,3,1,3,1,2.0,0.88437144,1.0,,,,2019,5,24
1242,98198,1,2.0,3,3,2,2,4,3,3,2,2,5,3,3,2,4,3,1,1,1,3,3,2,1.0,1,1,1,1,3,1.0,1,3,1,3.0,2,2,2,4,4,4,4,4,2,2,1,2,2,2,2,2,2,2,2,1,2,1,42,3,3,3,2,1,2.0,0.642010256,1.0,,,,2019,5,24
1243,98118,2,,3,3,3,3,3,2,2,4,4,3,2,2,1,2,2,2,1,1,1,2,2,1.0,2,2,2,1,3,1.0,2,2,3,2.0,3,3,4,4,5,5,3,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,43,3,4,3,2,1,1.0,0.611250909,1.0,,,,2019,5,24
1244,98117,1,3.0,5,5,5,5,5,3,2,4,4,4,2,1,1,1,1,1,1,1,1,1,3,1.0,2,2,2,1,3,2.0,3,3,1,2.0,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,2,2,1,1,2,2,55,4,3,3,2,1,1.0,0.739583363,1.0,,,,2019,5,24
1245,98065,1,1.0,4,4,5,4,5,4,2,4,4,4,2,1,2,3,2,1,1,1,1,2,2,1.0,2,2,2,2,2,3.0,2,2,1,2.0,2,4,4,4,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,2,2,18,2,1,1,5,1,2.0,0.419208854,1.0,,,,2019,5,24
1246,98102,1,1.0,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1.0,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,40,3,3,4,4,1,1.0,0.990756567,1.0,,,,2019,5,24
1247,98038,2,,5,5,5,4,5,4,2,4,4,4,1,1,1,1,1,1,1,2,2,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,2,1,1,1,2,1,66,5,3,3,2,1,2.0,0.58419743,1.0,,,,2019,5,24
1248,98391,2,,5,5,5,2,5,4,2,3,3,3,1,1,1,1,1,1,2,1,1,1,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,18,2,3,1,3,1,2.0,0.868561638,1.0,,,,2019,5,24
1249,98058,1,1.0,2,3,5,2,5,4,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,1.0,2,2,2,1,3,3.0,1,2,1,2.0,2,4,4,4,4,3,3,3,1,2,1,1,2,1,1,2,1,2,1,1,2,2,34,2,3,4,3,1,2.0,0.88437144,1.0,,,,2019,5,24
1250,98032,1,1.0,5,5,5,5,5,3,2,4,4,4,2,1,1,3,2,1,1,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,1,1,1,2,1,45,3,3,2,2,1,2.0,0.570317959,1.0,,,,2019,5,24
1251,98042,1,1.0,1,3,3,4,2,2,2,3,3,2,3,2,2,2,1,1,1,1,1,3,2,1.0,1,1,1,1,1,2.0,2,2,1,2.0,2,1,4,4,4,4,4,4,2,2,2,2,2,1,1,2,1,1,1,1,2,1,45,3,4,4,3,1,2.0,0.697933884,1.0,,,,2019,5,24
