,zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day
2154,98001,1,1.0,1,1,1,3,1,1,1,1,1,1,2,2,1,3,2,1,1,1,2,3,1,,2,2,2,1,3,,1,1,1,,2,2,1,1,3,3,4,4,1,1,1,2,1,1,1,2,2,2,1,1,2,2,20,2,3,3,3,1,2.0,0.922281276,1.0,1.0,2.0,2.0,2021,6,10
2155,98117,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,1,1,2,,2,3,3,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,76,5,3,2,1,1,3.0,2.069221524,1.0,3.0,3.0,2.0,2021,6,10
2156,98092,1,1.0,3,3,3,1,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,2,2,,2,2,2,1,1,,1,1,1,,2,3,3,3,3,3,3,3,1,2,2,1,2,1,2,2,2,2,2,2,2,2,33,2,3,3,2,1,2.0,1.428460603,1.0,1.0,2.0,2.0,2021,6,10
2157,98052,2,,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,,2,2,2,1,3,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,68,5,3,4,3,1,2.0,0.656413135,1.0,1.0,2.0,2.0,2021,6,10
2158,98134,2,,5,5,4,2,3,4,2,4,4,2,1,1,1,2,1,1,1,1,1,2,2,,2,1,1,1,3,,1,2,1,,2,4,4,4,4,4,4,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,46,3,4,4,3,1,1.0,0.787807799,1.0,1.0,2.0,2.0,2021,6,10
2159,98045,1,1.0,5,5,5,5,5,4,2,4,4,4,1,1,3,5,1,1,1,1,1,1,2,,2,2,2,2,2,,2,2,3,,2,4,4,5,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,58,4,3,3,2,1,2.0,0.830824837,1.0,2.0,2.0,2.0,2021,6,10
2160,98072,1,1.0,3,4,5,2,5,1,1,4,4,4,2,1,1,2,1,1,1,1,2,1,3,,2,2,2,3,2,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,2,1,1,2,1,39,3,3,2,2,1,2.0,0.363510586,1.0,3.0,2.0,2.0,2021,6,10
2161,98188,1,1.0,5,5,5,2,4,4,1,4,4,4,2,1,1,1,1,1,1,1,1,1,2,,2,2,2,1,2,,2,2,1,,2,4,4,4,4,4,5,4,2,2,2,1,2,2,2,2,1,2,2,2,2,1,22,2,3,1,1,1,1.0,1.155646172,1.0,2.0,2.0,2.0,2021,6,10
2162,98118,2,,5,5,5,5,5,4,3,4,4,5,1,1,1,1,1,1,1,1,2,2,2,,2,2,1,1,2,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,2,40,3,4,3,2,1,1.0,0.94936673,1.0,1.0,2.0,1.0,2021,6,10
2163,98008,2,,3,3,5,1,1,4,1,4,4,2,2,1,1,1,1,1,1,1,1,2,2,,2,2,3,1,3,,3,2,1,,2,4,4,2,4,4,4,4,1,1,1,2,1,1,1,2,2,1,1,1,2,1,42,3,7,3,3,1,2.0,0.984600445,1.0,3.0,2.0,2.0,2021,6,10
2164,98001,2,,3,3,6,2,3,4,2,4,4,4,2,2,1,1,1,1,1,1,1,2,2,,2,2,3,3,2,,2,2,1,,2,2,2,4,5,4,4,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,39,3,3,2,1,1,2.0,0.834126274,1.0,2.0,3.0,2.0,2021,6,10
2165,98003,1,1.0,5,5,5,5,5,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,,2,2,2,,2,4,4,4,4,4,4,4,1,2,2,1,1,2,2,1,2,1,1,1,2,2,38,3,3,4,4,1,1.0,0.981325028,1.0,2.0,2.0,2.0,2021,6,10
2167,98058,2,,5,5,5,5,5,2,2,3,3,2,2,2,2,2,1,1,1,1,2,2,3,,3,3,3,3,3,,3,3,3,,3,5,4,4,2,3,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,49,3,3,3,1,2,3.0,1.342974524,1.0,3.0,3.0,3.0,2021,6,10
2168,98112,2,,5,5,5,5,5,4,4,4,4,4,1,1,2,3,2,2,1,1,1,1,2,,2,2,2,2,2,,2,2,2,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,43,3,8,2,1,1,1.0,0.808609061,1.0,2.0,2.0,2.0,2021,6,10
2169,98104,1,6.0,5,5,2,2,2,4,2,3,4,2,3,2,1,1,1,1,1,1,2,3,2,,1,1,1,1,1,,1,1,1,,2,4,4,2,4,4,4,4,2,2,2,1,1,1,1,2,2,2,2,2,2,2,42,3,4,3,4,1,1.0,0.94936673,1.0,1.0,1.0,1.0,2021,6,10
2170,98056,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,1,2,,2,2,3,,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,2,2,2,1,70,5,3,3,2,1,2.0,0.838750116,1.0,2.0,2.0,2.0,2021,6,10
2171,98107,2,,2,1,1,2,2,2,1,1,2,1,3,3,1,2,1,1,2,1,1,2,2,,1,2,3,1,3,,1,2,3,,3,2,2,2,2,2,3,3,2,2,1,1,2,2,1,2,1,1,2,2,2,1,38,3,3,3,4,1,1.0,0.491808439,1.0,3.0,3.0,1.0,2021,6,10
2172,98136,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,3,,2,2,2,1,3,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,2,1,1,2,1,1,2,2,2,1,82,5,3,3,3,1,1.0,1.236454869,1.0,1.0,1.0,2.0,2021,6,10
2173,98059,1,1.0,5,5,5,2,3,4,2,4,4,2,3,2,2,2,2,2,1,1,1,3,3,,2,3,3,2,2,,3,3,2,,1,4,4,2,3,4,4,4,2,2,2,1,2,2,2,2,2,2,1,2,2,1,56,4,1,3,5,1,2.0,1.131280235,2.0,3.0,2.0,2.0,2021,6,10
2174,98121,1,6.0,3,5,5,5,2,4,3,4,4,4,2,1,1,3,2,1,1,1,1,1,2,,3,2,3,3,2,,2,2,1,,2,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,44,3,3,3,5,1,1.0,0.540989283,1.0,2.0,2.0,2.0,2021,6,10
2175,98045,2,,2,2,2,5,3,3,1,4,4,4,2,1,1,1,1,1,1,1,1,1,2,,2,2,1,1,3,,2,2,1,,2,2,3,4,3,3,5,5,2,2,2,1,2,2,2,2,1,1,1,1,2,2,67,5,3,2,2,1,3.0,0.753089014,1.0,2.0,2.0,3.0,2021,6,10
2176,98125,2,,3,3,5,2,1,4,2,4,4,1,2,1,1,2,2,1,1,1,2,3,2,,2,2,2,3,2,,1,2,3,,2,2,4,4,2,3,5,5,2,2,2,1,1,1,1,2,2,1,1,1,2,2,28,2,4,3,3,1,1.0,0.939345086,1.0,2.0,3.0,2.0,2021,6,10
2177,98072,1,7.0,5,5,3,5,5,4,4,4,4,4,1,1,1,2,1,1,1,2,2,1,2,,2,2,2,3,1,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,1,2,1,1,2,2,2,1,1,2,2,63,4,3,3,4,1,2.0,0.830824837,1.0,1.0,2.0,2.0,2021,6,10
2178,98121,1,1.0,2,3,3,2,2,3,1,3,3,2,3,2,2,3,1,2,1,1,2,2,3,,3,3,3,3,3,,1,1,1,,2,2,2,2,3,3,3,3,2,2,2,1,1,1,1,2,2,2,1,1,2,1,26,2,3,2,1,1,1.0,1.029079897,1.0,3.0,2.0,2.0,2021,6,10
2179,98032,2,,5,5,5,5,5,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,3,,2,2,2,1,3,,3,3,1,,2,2,4,4,1,4,4,4,2,2,2,2,1,1,1,2,2,2,2,2,2,2,82,5,3,1,1,1,1.0,2.67781609,1.0,3.0,3.0,2.0,2021,6,10
2180,98008,1,6.0,5,5,5,5,5,4,4,4,4,4,1,2,1,1,1,1,1,1,1,2,3,,2,2,1,3,3,,1,3,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,1,2,2,2,1,32,2,4,3,2,2,2.0,1.389796904,1.0,3.0,1.0,3.0,2021,6,10
2181,98146,2,,5,6,5,5,5,4,2,5,4,4,1,1,1,1,1,1,1,1,1,1,3,,2,1,2,3,1,,1,1,3,,2,4,4,4,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,78,5,3,3,1,1,1.0,1.511222618,1.0,3.0,3.0,2.0,2021,6,10
2182,98052,1,1.0,3,3,3,5,4,3,3,3,3,3,1,2,1,1,1,2,1,1,1,1,2,,2,2,1,2,2,,1,1,1,,2,3,3,3,3,3,3,3,1,1,2,2,1,2,2,2,2,2,1,2,2,1,40,3,3,4,5,1,1.0,0.470425464,1.0,2.0,1.0,1.0,2021,6,10
2183,98107,1,1.0,3,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,,1,1,1,1,2,,3,3,3,,2,3,3,3,3,3,3,3,2,2,2,1,2,1,2,2,1,1,2,2,2,2,20,2,4,2,1,1,1.0,0.324723497,1.0,1.0,3.0,3.0,2021,6,10
2184,98042,2,,5,5,3,2,5,4,1,4,4,5,2,1,1,1,1,1,1,1,1,1,3,,2,2,2,1,3,,2,2,1,,2,1,4,4,5,4,5,4,1,1,1,1,1,1,1,2,2,2,1,1,2,2,66,5,3,1,3,1,2.0,0.797388368,1.0,2.0,3.0,3.0,2021,6,10
2185,98006,1,6.0,3,4,3,2,4,3,1,3,4,4,3,2,2,2,1,1,1,1,1,2,3,,2,2,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,2,2,23,2,3,3,1,1,2.0,1.12723267,1.0,1.0,2.0,3.0,2021,6,10
2186,98101,1,1.0,3,4,4,2,3,2,4,3,2,4,2,2,3,3,4,3,2,3,4,4,1,,1,1,1,1,1,,1,1,2,,1,2,3,4,4,2,3,3,1,2,1,2,1,2,2,2,2,2,2,2,2,1,39,3,3,4,4,1,1.0,0.427659513,1.0,1.0,2.0,1.0,2021,6,10
2187,98011,2,,5,5,5,5,5,4,2,4,4,2,2,1,1,2,2,1,1,1,2,3,3,,2,2,2,3,2,,2,2,3,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,2,1,1,2,1,22,2,3,1,2,1,2.0,1.050587429,1.0,3.0,2.0,3.0,2021,6,10
2188,98109,2,,2,1,2,3,3,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,,1,1,2,1,1,,2,1,1,,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,35,3,3,4,4,1,1.0,0.427659513,1.0,2.0,1.0,1.0,2021,6,10
2189,98102,2,,3,5,3,2,5,2,2,4,4,4,2,1,1,3,1,1,1,1,2,1,2,,2,2,2,3,3,,2,2,1,,2,3,4,4,3,4,4,4,1,1,1,2,2,1,2,2,1,1,1,1,2,1,57,4,3,3,2,1,1.0,1.405724058,1.0,3.0,3.0,2.0,2021,6,10
2190,98027,1,1.0,3,5,3,1,5,2,1,3,4,4,3,1,2,3,2,1,1,1,1,1,2,,2,2,3,3,3,,2,2,1,,2,4,4,4,3,4,4,4,2,2,2,1,1,1,1,2,2,2,1,1,2,2,59,4,1,2,2,2,2.0,0.674872386,1.0,2.0,3.0,2.0,2021,6,10
2191,98008,2,,5,5,5,5,5,4,3,4,4,4,2,2,2,2,1,1,1,1,1,2,3,,2,3,3,3,3,,3,3,3,,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,62,4,3,3,3,1,2.0,0.747742353,1.0,3.0,3.0,3.0,2021,6,10
2192,98058,1,1.0,2,3,5,2,3,4,1,3,4,3,2,2,2,3,2,1,1,1,1,2,1,,2,2,3,1,2,,2,2,1,,2,3,4,3,3,2,3,3,2,2,1,2,1,1,1,2,2,2,1,1,2,2,32,2,3,3,2,1,2.0,1.428460603,1.0,1.0,3.0,2.0,2021,6,10
2193,98003,2,,5,5,5,5,5,3,2,4,4,4,2,1,1,2,2,1,1,1,1,1,2,,2,2,2,3,2,,2,2,3,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,68,5,3,3,2,1,2.0,1.018885137,1.0,2.0,2.0,2.0,2021,6,10
2194,98058,3,,4,5,4,3,2,4,4,4,4,4,5,2,2,2,5,1,1,1,1,1,1,,2,2,1,1,1,,2,1,2,,1,2,2,2,1,3,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,17,1,1,1,1,2,2.0,0.365064406,1.0,1.0,2.0,3.0,2021,6,10
2195,98005,1,1.0,5,5,5,2,5,4,1,4,4,4,2,1,1,2,1,2,2,2,2,1,2,,2,1,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,2,2,1,1,2,1,2,2,2,2,2,47,3,3,2,3,1,1.0,0.902393949,1.0,2.0,2.0,2.0,2021,6,10
2196,98058,2,,5,5,4,4,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,3,2,,2,2,3,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,2,1,1,1,2,2,72,5,3,4,4,1,2.0,0.885987076,1.0,2.0,2.0,2.0,2021,6,10
2197,98003,1,1.0,4,5,5,1,1,3,2,4,4,3,2,2,1,1,1,1,1,1,1,2,3,,3,3,2,1,2,,3,3,1,,2,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,35,3,1,3,2,1,2.0,0.659835628,1.0,2.0,2.0,2.0,2021,6,10
2198,98103,2,,5,5,3,3,3,4,1,4,4,2,2,1,1,1,1,1,1,1,1,2,2,,2,2,2,2,2,,1,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,66,5,3,3,3,1,1.0,0.754875105,1.0,2.0,2.0,2.0,2021,6,10
2199,98188,2,,5,5,4,4,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,3,1,3,,3,3,3,,3,3,4,4,4,4,4,4,2,2,2,2,1,2,1,2,2,2,2,1,2,2,48,3,4,1,1,1,2.0,0.962876198,1.0,3.0,3.0,3.0,2021,6,10
2200,98102,1,3.0,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,1,1,1,2,3,3,,2,2,2,1,2,,3,2,3,,2,3,4,4,3,3,4,3,1,1,1,1,1,1,1,2,2,2,1,1,2,2,31,2,3,4,2,1,1.0,1.242139654,1.0,1.0,3.0,2.0,2021,6,10
2201,98115,2,,5,5,5,5,5,2,3,4,4,2,2,1,2,3,2,1,1,1,2,3,3,,2,3,3,3,2,,3,3,1,,2,4,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,33,2,7,2,2,2,1.0,0.771442824,1.0,3.0,2.0,3.0,2021,6,10
2202,98102,1,6.0,2,3,2,3,2,2,1,3,4,2,2,1,2,2,1,1,1,1,1,2,2,,2,2,3,1,2,,2,2,1,,2,2,2,2,4,4,2,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,41,3,1,4,2,1,1.0,0.438214362,1.0,2.0,2.0,2.0,2021,6,10
2203,98199,1,1.0,5,5,4,4,2,3,2,3,4,1,3,3,1,1,1,1,1,1,1,4,3,,1,1,2,1,2,,1,2,1,,2,2,3,4,3,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,1,22,2,3,2,3,2,1.0,0.892999314,1.0,2.0,1.0,1.0,2021,6,10
2204,98168,1,1.0,3,5,5,3,5,4,3,4,4,3,2,1,1,2,1,1,1,1,1,3,2,,2,2,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,2,2,2,2,1,50,4,3,2,3,1,2.0,1.19588062,1.0,1.0,2.0,2.0,2021,6,11
2205,98031,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,62,4,8,1,2,2,3.0,1.388868724,1.0,2.0,1.0,2.0,2021,6,11
2206,98108,1,3.0,5,5,5,5,5,4,4,4,4,4,2,2,1,1,1,2,1,1,2,2,2,,2,2,2,2,2,,2,2,2,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,1,1,1,2,1,39,3,4,3,1,1,1.0,1.203400544,1.0,2.0,2.0,2.0,2021,6,11
2207,98010,1,1.0,2,3,5,5,4,4,2,4,4,5,2,1,1,1,1,1,1,1,2,2,2,,2,3,3,1,3,,1,1,1,,2,4,4,3,4,3,4,4,1,1,1,1,2,2,1,2,2,1,1,1,2,2,55,4,3,3,4,1,3.0,0.830824837,1.0,1.0,2.0,3.0,2021,6,11
2208,98052,1,6.0,5,5,5,5,5,5,3,4,4,4,2,2,1,1,1,2,1,1,1,2,3,,3,3,3,3,3,,3,3,3,,3,4,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,1,1,2,2,26,2,3,1,2,2,1.0,1.242139654,1.0,3.0,3.0,3.0,2021,6,11
2209,98052,2,,5,3,2,2,1,3,1,4,3,1,3,2,1,2,1,1,1,1,1,2,3,,2,1,1,1,1,,1,1,1,,2,4,3,3,4,4,3,3,1,1,1,1,1,1,1,2,1,2,1,1,2,2,18,2,3,1,1,1,2.0,0.980202322,1.0,1.0,3.0,3.0,2021,6,11
2210,98030,2,,3,3,3,2,3,4,1,4,4,4,1,1,1,2,1,1,1,1,2,1,2,,2,2,2,3,3,,3,3,1,,2,2,2,2,4,4,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,30,2,3,2,1,1,2.0,1.055818706,1.0,2.0,3.0,2.0,2021,6,11
2211,98144,1,3.0,3,3,3,2,2,3,2,3,3,2,2,2,4,1,1,1,1,1,1,3,1,,2,2,2,3,2,,2,2,2,,2,4,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,42,3,1,2,2,1,1.0,0.487704594,1.0,1.0,2.0,2.0,2021,6,11
2212,98004,1,1.0,5,5,5,5,3,4,3,4,4,3,2,1,1,2,1,1,1,1,2,2,2,,2,2,2,3,2,,3,2,3,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,45,3,3,2,3,1,1.0,1.19588062,1.0,2.0,2.0,3.0,2021,6,11
2213,98125,2,,2,2,3,2,3,3,1,4,4,3,3,2,2,2,2,1,1,1,1,2,3,,2,3,3,1,3,,3,2,1,,2,2,3,3,5,5,5,5,2,2,1,1,2,2,2,2,2,2,1,1,2,2,20,2,2,2,2,1,1.0,0.678894765,1.0,3.0,1.0,2.0,2021,6,11
2214,98117,1,3.0,5,5,5,5,5,4,3,4,4,4,2,1,1,1,1,1,1,1,1,1,2,,2,2,2,3,3,,3,2,3,,2,4,4,4,3,4,3,4,2,2,2,2,2,2,2,2,1,1,2,2,2,2,64,4,3,3,2,1,1.0,0.830824837,1.0,3.0,3.0,2.0,2021,6,11
2215,98198,1,1.0,3,5,5,1,1,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1,3,,2,1,1,3,3,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,1,1,2,2,30,2,4,1,2,1,3.0,0.907579793,1.0,2.0,2.0,2.0,2021,6,11
2216,98058,1,1.0,1,3,3,3,2,3,3,3,3,2,3,2,3,2,2,1,1,1,2,3,2,,2,2,2,2,2,,2,2,2,,2,2,4,4,4,4,4,4,1,1,1,1,2,2,2,1,1,1,2,2,2,2,31,2,3,2,2,1,2.0,1.055818706,1.0,2.0,2.0,2.0,2021,6,11
2217,98003,1,1.0,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,,2,2,2,1,2,,2,2,2,,2,2,2,2,3,3,4,4,1,2,2,2,2,1,1,1,2,2,2,1,2,1,34,2,4,3,3,1,1.0,1.250817214,1.0,2.0,2.0,2.0,2021,6,11
2219,98117,2,,3,3,3,3,3,3,2,3,3,3,2,2,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,,1,1,1,,3,3,3,3,3,3,2,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,43,3,4,2,3,1,1.0,0.701705844,1.0,1.0,1.0,1.0,2021,6,11
2220,98107,1,1.0,1,1,5,4,4,1,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,,2,2,2,3,2,,2,1,2,,2,4,4,4,4,3,4,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,40,3,3,4,5,1,1.0,0.470425464,1.0,2.0,2.0,2.0,2021,6,11
2221,98092,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,1,,1,1,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,76,5,1,1,1,2,1.0,0.974250275,1.0,2.0,2.0,2.0,2021,6,11
2222,98003,1,1.0,5,5,5,5,1,4,4,4,4,2,1,1,1,1,1,1,1,1,1,2,3,,2,2,2,2,3,,3,3,3,,2,1,1,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,1,60,4,1,2,1,1,1.0,0.760148774,1.0,3.0,3.0,3.0,2021,6,11
2223,98059,1,1.0,2,2,5,2,2,3,2,3,3,3,2,2,2,2,2,2,1,2,1,2,3,,2,3,3,1,3,,3,3,3,,3,3,2,2,5,5,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,1,48,3,3,3,3,1,2.0,1.45616052,1.0,3.0,2.0,3.0,2021,6,11
2224,98023,2,,3,3,3,2,4,2,1,4,4,4,2,1,1,2,2,1,1,1,1,1,3,,2,2,3,1,3,,2,2,1,,2,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,1,2,1,1,2,2,50,4,3,3,1,1,1.0,1.342974524,1.0,1.0,3.0,2.0,2021,6,11
2225,98010,1,1.0,2,2,2,2,2,3,1,3,3,4,3,2,1,2,1,1,1,1,3,1,2,,2,2,2,3,2,,3,3,1,,2,2,1,2,2,2,3,3,2,1,1,1,1,1,1,2,1,2,1,1,2,2,21,2,1,3,4,1,3.0,0.326648033,1.0,2.0,2.0,2.0,2021,6,11
2226,98022,2,,4,5,5,5,5,4,4,4,4,4,2,1,1,2,1,1,1,1,1,1,2,,2,2,2,1,3,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,2,2,1,1,2,2,2,1,1,2,2,77,5,3,3,2,1,3.0,2.799535003,1.0,2.0,2.0,2.0,2021,6,11
2227,98188,2,,3,4,3,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,3,1,2,,3,2,1,,2,3,4,4,4,4,3,3,1,1,1,2,1,1,1,2,1,1,1,1,2,1,50,4,3,1,2,1,1.0,1.406918376,1.0,2.0,2.0,2.0,2021,6,11
2228,98122,2,,3,5,5,3,5,3,1,4,4,4,3,1,1,1,1,1,1,1,1,1,3,,3,3,3,1,2,,3,3,1,,3,4,4,4,4,4,4,4,1,2,1,2,2,1,2,2,2,1,1,1,2,2,30,2,3,3,2,1,2.0,1.428460603,1.0,3.0,3.0,3.0,2021,6,11
2229,98034,2,,2,2,5,3,2,4,2,3,4,2,1,1,1,1,1,1,1,1,1,3,3,,2,2,2,1,2,,2,2,1,,2,3,2,4,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,37,3,1,2,3,1,2.0,0.487704594,1.0,3.0,1.0,2.0,2021,6,11
2230,98117,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,1,3,1,3,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,1,1,1,2,2,80,5,3,3,5,1,1.0,3.079488504,1.0,1.0,2.0,3.0,2021,6,11
2232,98101,2,,4,5,5,2,3,4,1,4,4,2,1,1,2,2,1,1,1,1,1,3,1,,2,1,1,2,1,,1,1,1,,2,3,4,2,4,4,4,4,1,1,2,2,2,2,2,2,2,1,2,2,2,1,39,3,3,4,4,2,1.0,0.427659513,1.0,1.0,1.0,1.0,2021,6,11
2233,98042,2,,5,5,5,3,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,,2,2,2,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,50,4,3,1,2,1,2.0,1.06163994,1.0,2.0,2.0,2.0,2021,6,11
2234,98072,2,,4,4,5,2,2,5,2,4,4,2,1,1,1,1,1,2,1,1,1,2,2,,2,2,1,1,2,,2,2,1,,2,4,5,4,4,4,5,4,2,2,2,1,2,2,2,1,1,2,2,2,2,2,20,2,3,2,2,1,2.0,0.757429067,1.0,2.0,2.0,2.0,2021,6,11
2235,98104,2,,3,5,1,1,2,3,1,4,4,3,2,1,1,2,1,1,1,1,2,1,2,,2,2,2,3,2,,2,2,1,,2,1,4,2,2,4,2,4,2,2,1,1,2,2,2,2,1,1,1,1,2,2,60,4,3,3,1,1,1.0,0.913907321,1.0,2.0,2.0,2.0,2021,6,11
2236,98058,2,,5,5,5,3,5,4,2,4,4,4,2,2,1,1,1,1,1,1,1,2,3,,2,2,2,3,3,,3,3,1,,2,4,4,4,4,4,4,4,2,1,1,1,1,2,1,2,2,2,1,1,2,2,61,4,3,3,2,1,2.0,0.830824837,1.0,3.0,3.0,3.0,2021,6,11
2237,98031,1,1.0,4,3,3,2,2,3,1,3,4,1,2,1,1,1,1,2,1,1,1,2,3,,2,1,1,1,1,,1,1,1,,2,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,63,4,2,3,2,1,2.0,1.337333669,1.0,1.0,2.0,2.0,2021,6,11
2238,98002,1,1.0,4,4,5,3,5,3,1,4,4,4,2,1,1,1,1,1,1,1,1,1,2,,2,2,2,1,2,,2,2,1,,2,2,3,4,3,4,4,4,1,1,1,2,1,1,1,2,2,2,1,1,2,2,19,2,3,1,2,1,2.0,0.89109302,1.0,2.0,2.0,2.0,2021,6,11
2239,98058,1,1.0,3,5,5,1,5,4,2,3,4,4,2,2,1,2,1,1,1,1,1,2,2,,2,2,2,3,2,,2,2,2,,2,4,4,4,4,4,3,4,2,2,2,2,2,1,1,1,2,2,1,1,2,2,57,4,3,4,3,1,2.0,0.650210742,1.0,2.0,2.0,2.0,2021,6,11
2240,98188,2,,5,5,5,5,5,3,2,4,4,5,2,1,1,1,1,2,1,1,1,5,2,,2,2,2,1,2,,3,3,3,,3,4,4,4,4,4,4,4,2,2,1,1,1,1,1,2,2,2,1,1,2,2,18,2,7,2,3,1,2.0,0.324723497,1.0,1.0,3.0,3.0,2021,6,11
