,Unnamed: 0,zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day
295,296,98058,2,,5,5,5,3,5,4,2,4,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,1,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,58,3,3,1,2,1,2.0,0.591164704,,,,,2018,6,18
296,297,98058,2,,5,5,5,5,5,4,2,4,4,4,3,2,1,1,1,2,1,1,1,2,1,1.0,2,2,2,1,2,1.0,2,2,1,1.0,2,4,4,4,3,3,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,69,4,2,1,1,2,1.0,4.169671694,,,,,2018,6,18
297,298,98057,2,,5,5,5,5,5,3,2,4,4,2,2,1,1,1,1,1,1,1,1,2,3,1.0,2,2,2,1,2,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,2,2,1,2,2,2,1,1,2,2,63,3,3,2,1,1,2.0,0.576568044,,,,,2018,6,18
298,299,98030,2,,5,5,5,5,5,4,2,4,4,4,1,1,2,2,1,1,1,1,2,2,2,1.0,2,2,2,1,3,3.0,2,2,3,2.0,3,4,4,4,3,3,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,62,3,2,2,1,2,2.0,2.046965677,,,,,2018,6,18
302,303,98133,2,,5,5,4,4,5,3,2,4,4,4,1,1,1,1,1,1,1,1,3,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,3,3,3,3,1,1,1,2,2,1,2,2,1,1,1,1,2,2,59,3,3,2,1,1,1.0,0.576568044,,,,,2018,6,18
303,304,98045,2,,5,5,5,5,5,3,2,3,4,4,2,1,1,1,1,1,1,1,1,1,2,1.0,2,3,2,3,3,2.0,2,3,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,1,1,2,2,61,3,3,1,2,2,3.0,0.591164704,,,,,2018,6,18
308,309,98023,1,1.0,5,5,5,2,6,3,1,3,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,3,2,3.0,2,2,1,2.0,2,4,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,63,3,3,3,3,2,2.0,0.583866374,,,,,2018,6,18
314,315,98105,1,1.0,5,5,5,4,5,4,2,4,4,3,2,1,3,3,2,1,1,2,2,2,2,3.0,2,2,2,1,3,3.0,3,2,1,3.0,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,58,3,3,3,2,1,2.0,0.61513705,,,,,2018,6,18
315,316,98155,1,1.0,4,5,4,5,5,3,2,3,4,3,2,1,1,2,1,1,1,1,1,2,3,1.0,2,2,2,1,2,3.0,2,2,1,3.0,2,4,4,4,3,4,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,65,4,3,3,3,1,2.0,0.61528162,,,,,2018,6,18
322,323,98038,2,,5,5,4,2,5,3,2,3,4,3,2,1,2,2,1,1,1,2,5,2,2,3.0,2,3,3,1,3,2.0,1,1,1,3.0,2,4,4,3,3,4,3,3,2,2,1,1,1,1,1,2,2,2,1,1,2,1,71,4,3,3,3,1,3.0,0.61528162,,,,,2018,6,18
338,339,98155,2,,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,2,1,1,1,2,1,59,3,7,3,1,1,2.0,1.183395563,,,,,2018,6,18
344,345,98133,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,2,1,1,2,1,2,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,72,4,3,4,2,1,1.0,0.622972641,,,,,2018,6,18
347,348,98034,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,2,1,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,75,4,3,3,3,1,2.0,0.758016783,,,,,2018,6,18
348,349,98059,2,,5,5,3,5,5,3,2,3,4,4,2,1,2,3,2,1,1,1,1,1,2,1.0,2,3,3,1,1,2.0,1,1,1,2.0,2,3,4,4,3,4,4,4,1,1,1,1,1,1,1,2,1,2,1,1,2,1,77,4,3,3,3,1,2.0,0.758016783,,,,,2018,6,18
352,353,98038,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,2,1,1,1,1,5,1,2,1.0,2,2,2,1,2,2.0,1,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,65,4,3,3,2,1,2.0,0.622972641,,,,,2018,6,18
353,354,98133,1,1.0,5,5,5,5,5,4,2,3,4,3,2,2,2,2,2,1,1,1,2,2,2,1.0,2,2,2,2,3,2.0,2,2,3,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,1,1,1,2,1,73,4,3,3,1,1,2.0,0.6075906,,,,,2018,6,18
363,364,98092,1,1.0,3,5,3,1,5,3,1,3,4,3,1,1,2,2,1,1,1,1,1,2,2,1.0,2,2,2,2,1,2.0,1,2,1,2.0,2,4,4,4,4,4,4,4,2,2,1,1,1,1,1,2,1,1,2,2,2,1,58,3,3,3,5,1,2.0,1.822628297,,,,,2018,6,18
373,374,98148,1,1.0,5,5,2,5,5,3,2,3,3,3,2,2,2,2,2,3,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,3,3,3,3,3,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,58,3,3,1,1,1,2.0,0.599948481,,,,,2018,6,19
375,376,98168,1,4.0,5,5,5,2,5,4,1,3,4,2,1,1,1,1,1,1,1,1,2,1,2,3.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,57,3,3,3,5,1,2.0,1.822628297,,,,,2018,6,19
379,380,98125,1,1.0,5,5,3,5,5,2,1,3,3,3,2,2,2,2,1,1,1,1,2,2,3,1.0,2,2,1,1,1,2.0,2,2,1,2.0,2,3,4,4,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,56,3,3,3,2,1,1.0,0.61513705,,,,,2018,6,19
382,383,98092,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,1,1,2,2,73,4,3,1,1,1,1.0,0.769112058,,,,,2018,6,19
387,388,98023,2,,5,5,5,5,5,4,3,4,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,3,1,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,2,1,2,1,1,1,2,2,1,1,1,2,2,56,3,3,2,3,1,1.0,0.583866374,,,,,2018,6,19
391,392,98146,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,3.0,2,2,2,3,3,3.0,2,2,1,2.0,2,4,4,4,3,3,4,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,71,4,3,4,3,1,2.0,0.778847653,,,,,2018,6,19
398,399,98031,2,,5,5,5,5,5,4,5,4,4,4,2,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,2,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,2,2,77,4,3,2,2,1,2.0,1.664680419,,,,,2018,6,19
410,411,98003,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,1,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,57,3,3,1,1,1,2.0,0.576568044,,,,,2018,6,19
417,418,98034,1,3.0,5,5,5,5,5,3,2,4,4,5,2,2,2,2,2,1,1,2,2,5,2,1.0,2,2,3,1,3,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,2,1,1,1,1,1,2,2,2,1,1,2,1,60,3,3,4,3,2,2.0,0.607542766,,,,,2018,6,19
422,423,98040,1,1.0,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,3,1.0,2,1,3,2,1,3.0,1,1,2,3.0,2,4,4,4,4,4,4,4,1,2,2,2,1,2,2,2,2,2,2,2,2,1,60,3,3,3,1,1,2.0,0.599948481,,,,,2018,6,19
423,424,98010,2,,5,5,5,5,5,4,3,4,4,3,1,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,2,1,1,2,2,72,4,3,2,1,1,2.0,0.769112058,,,,,2018,6,19
424,425,98119,1,1.0,5,5,5,1,5,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2.0,1,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,61,3,7,2,2,1,1.0,1.213354944,,,,,2018,6,19
426,427,98011,2,,5,5,5,5,5,4,4,4,4,4,2,2,1,2,1,1,1,1,1,1,3,3.0,2,3,2,1,1,3.0,1,1,3,3.0,2,4,4,4,5,5,3,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,88,4,3,3,2,1,2.0,1.664680419,,,,,2018,6,19
435,436,98105,2,,5,5,3,3,5,3,2,3,3,3,1,1,2,2,1,1,1,1,2,2,2,2.0,2,2,2,1,3,1.0,2,2,1,2.0,2,3,4,3,4,4,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,66,4,3,4,2,1,1.0,0.788583249,,,,,2018,6,19
437,438,98011,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,57,3,3,4,3,1,2.0,0.583866374,,,,,2018,6,19
439,440,98106,2,,3,5,2,3,1,2,1,3,3,3,3,2,1,1,1,1,1,1,1,3,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,2,3,1,3,3,4,4,2,2,1,1,1,1,1,2,2,1,1,1,2,2,72,4,3,2,1,1,1.0,0.769112058,,,,,2018,6,19
443,444,98038,1,2.0,5,5,5,3,5,4,2,4,4,4,2,1,1,2,2,1,1,1,1,2,2,1.0,2,2,2,1,3,3.0,2,2,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,56,3,7,3,1,1,2.0,3.922443081,,,,,2018,6,19
454,455,98006,1,3.0,5,5,5,4,5,4,2,4,4,4,2,1,1,1,1,1,1,1,2,1,2,1.0,2,2,1,1,3,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,2,1,1,2,2,56,3,3,3,3,2,2.0,0.583866374,,,,,2018,6,19
462,463,98126,1,7.0,5,5,5,1,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,2,1,2,2,1,2,2,2,1,1,2,1,60,3,3,3,2,1,1.0,0.61513705,,,,,2018,6,19
469,470,98146,1,1.0,5,5,3,5,5,4,2,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1.0,2,2,2,1,2,3.0,2,2,3,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,65,4,3,1,2,1,2.0,0.788583249,,,,,2018,6,19
479,480,98188,1,6.0,5,5,5,5,5,4,3,4,4,2,1,1,1,1,1,1,1,1,1,3,3,1.0,2,3,3,3,3,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,60,3,3,1,2,1,2.0,0.591164704,,,,,2018,6,19
483,484,98042,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,2,2,2,2,82,4,3,1,3,1,3.0,1.644128809,,,,,2018,6,20
486,487,98125,1,1.0,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2.0,2,1,1,1,1,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,1,58,3,3,2,1,1,1.0,0.599948481,,,,,2018,6,20
498,499,98391,2,,5,5,5,5,5,4,2,4,4,3,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,3,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,1,2,1,2,2,2,2,2,2,1,61,3,3,1,1,1,2.0,0.599948481,,,,,2018,6,20
502,503,98057,2,,3,3,2,2,2,4,4,4,4,4,1,1,5,1,1,1,1,1,5,1,3,3.0,3,3,3,3,3,2.0,3,3,3,3.0,2,4,4,4,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,56,3,7,2,1,1,1.0,1.183395563,,,,,2018,6,20
508,510,98056,1,1.0,5,5,5,3,5,4,2,4,4,4,2,1,1,2,1,1,1,1,1,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,59,3,3,2,2,1,2.0,0.591164704,,,,,2018,6,20
511,513,98028,2,,3,5,5,5,2,4,2,4,4,5,1,1,1,1,1,1,1,1,2,2,2,1.0,1,2,2,1,3,2.0,2,2,1,3.0,2,4,4,4,4,4,4,4,1,1,2,1,2,2,1,2,2,2,2,1,2,1,69,4,4,4,2,1,2.0,2.258769412,,,,,2018,6,20
513,515,98103,1,3.0,5,5,5,5,5,4,3,4,4,4,1,1,1,2,1,1,1,1,1,1,3,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,2,2,1,2,1,1,1,1,2,2,62,3,3,3,3,1,1.0,0.583866374,,,,,2018,6,20
521,523,98133,2,,5,5,5,5,5,4,2,4,4,2,1,1,1,1,1,1,1,1,1,3,2,1.0,2,2,2,1,2,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,2,1,2,2,2,1,1,2,2,62,3,3,1,1,1,1.0,0.576568044,,,,,2018,6,20
532,534,98042,1,1.0,4,4,4,3,5,3,2,4,4,4,2,1,1,1,1,1,1,1,1,2,3,1.0,2,2,3,3,3,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,1,1,1,1,2,2,69,4,3,3,2,1,2.0,0.788583249,,,,,2018,6,20
533,535,98125,1,1.0,5,5,5,4,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,3,1.0,2,3,2,1,3,2.0,3,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,2,2,64,3,3,3,1,1,1.0,0.576568044,,,,,2018,6,20
539,541,98053,2,,5,5,5,5,5,4,2,4,4,3,2,1,2,1,2,2,2,1,2,2,1,1.0,2,2,1,1,2,2.0,1,2,1,2.0,2,4,4,4,3,3,3,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,73,4,3,3,1,1,2.0,0.6075906,,,,,2018,6,20
544,546,98008,2,,3,5,5,5,5,3,3,4,4,2,2,1,1,2,1,1,1,1,2,3,2,1.0,1,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,3,4,4,2,2,2,2,1,1,1,2,2,2,1,1,2,2,64,3,3,3,5,1,2.0,1.751599122,,,,,2018,6,20
556,559,98109,1,1.0,5,5,5,3,5,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,1,3.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,57,3,3,3,1,1,1.0,0.599948481,,,,,2018,6,20
561,564,98031,3,,5,5,5,5,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2.0,3,3,2,2,2,2.0,2,2,3,2.0,2,5,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,65,4,3,3,1,1,2.0,0.769112058,,,,,2018,6,20
572,575,98002,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,3,2,2,1,2,2.0,2,2,3,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,56,3,3,2,1,1,2.0,0.576568044,,,,,2018,6,21
590,594,98038,2,,5,5,5,5,5,4,3,4,4,4,2,1,1,2,1,1,1,1,1,1,3,1.0,2,2,2,3,2,2.0,2,2,1,3.0,3,4,4,4,4,4,4,4,1,2,1,2,1,1,2,2,2,1,2,2,2,2,57,3,3,3,2,1,2.0,0.591164704,,,,,2018,6,21
593,597,98112,2,,3,3,5,2,5,4,2,3,3,4,1,1,1,1,1,1,1,1,1,1,3,1.0,2,2,2,3,3,3.0,3,3,1,2.0,2,4,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,71,4,3,4,3,1,1.0,0.778847653,,,,,2018,6,21
598,602,98109,2,,5,5,5,3,5,4,2,4,4,5,1,1,1,2,2,1,1,1,1,5,2,3.0,2,2,2,1,2,1.0,3,2,3,3.0,2,4,4,4,4,4,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,1,76,4,3,4,5,1,1.0,2.274050348,,,,,2018,6,21
603,608,98032,1,1.0,5,5,5,4,5,4,2,4,4,4,2,1,1,2,1,1,1,1,2,2,2,1.0,2,2,2,1,2,2.0,2,2,1,1.0,2,4,4,4,4,4,4,4,2,2,1,1,2,1,1,1,2,2,1,1,2,1,60,3,3,1,2,1,2.0,0.61513705,,,,,2018,6,21
606,611,98101,2,,1,1,5,5,5,4,4,4,4,4,1,1,2,2,2,2,1,1,2,1,2,1.0,2,2,2,2,1,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,1,1,1,1,2,1,57,3,3,2,1,2,1.0,0.599948481,,,,,2018,6,21
610,615,98040,2,,3,5,3,3,5,3,2,3,4,4,2,1,1,3,2,2,1,1,1,3,2,1.0,1,2,2,1,1,2.0,2,2,1,2.0,2,4,4,4,4,4,2,1,2,2,1,1,1,2,1,2,1,2,1,1,2,2,56,3,3,3,5,1,2.0,1.751599122,,,,,2018,6,21
616,621,98001,1,1.0,5,5,5,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,3,2.0,3,3,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,60,3,3,2,2,1,2.0,0.591164704,,,,,2018,6,21
617,622,98032,1,1.0,5,5,5,5,5,4,2,4,4,4,1,1,1,2,1,1,1,1,1,1,2,2.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,2,2,68,4,3,1,1,1,2.0,0.769112058,,,,,2018,6,21
619,624,98115,1,1.0,5,5,5,1,5,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,3.0,2,2,2,1,1,2.0,2,2,1,3.0,2,4,4,4,4,4,4,4,2,2,2,2,2,1,1,2,2,2,1,1,2,2,66,4,3,2,2,1,1.0,0.788583249,,,,,2018,6,21
627,632,98056,1,1.0,3,5,1,1,3,4,2,4,4,3,3,1,1,2,1,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,1.0,2,4,4,3,4,4,4,4,2,2,2,1,1,1,1,2,2,2,1,1,2,2,61,3,3,3,4,1,2.0,1.459665935,,,,,2018,6,21
634,639,98188,2,,5,5,5,5,5,4,4,4,4,4,2,2,2,3,2,1,1,1,1,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,1,2,1,2,2,2,1,1,2,2,72,4,5,2,1,1,1.0,5.153150055,,,,,2018,6,21
636,641,98059,2,,1,1,5,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,1,2,1,1,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,67,4,3,1,1,1,2.0,0.769112058,,,,,2018,6,21
637,642,98047,2,,5,5,4,2,5,4,2,3,4,4,1,1,2,3,2,2,1,1,1,1,3,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,77,4,3,2,1,1,2.0,1.623577199,,,,,2018,6,21
641,646,98029,1,1.0,5,5,2,2,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,66,4,3,3,2,1,2.0,0.788583249,,,,,2018,6,21
645,650,98168,2,,5,5,5,5,5,4,4,5,4,4,1,1,1,1,1,1,1,1,5,2,2,2.0,2,2,2,1,2,2.0,2,2,2,2.0,2,4,4,4,4,4,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,61,3,3,3,1,1,2.0,0.576568044,,,,,2018,6,21
648,653,98107,2,,5,5,5,3,3,4,2,4,4,5,2,1,1,2,2,1,1,2,2,5,2,1.0,2,2,2,1,3,3.0,3,2,1,3.0,2,4,4,5,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,75,4,3,4,5,1,1.0,2.274050348,,,,,2018,6,21
653,658,98072,3,,3,5,3,3,5,4,2,4,4,3,2,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,1,3.0,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,2,2,1,1,1,2,2,79,4,3,2,4,1,2.0,4.110322022,,,,,2018,6,21
659,664,98133,2,,5,3,3,5,3,3,2,4,4,3,2,1,1,2,1,1,1,1,2,2,3,1.0,2,2,2,1,3,3.0,3,3,1,2.0,2,4,3,3,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,2,56,3,3,3,3,1,1.0,0.583866374,,,,,2018,6,21
664,669,98092,1,1.0,1,1,3,1,5,4,2,4,4,4,5,1,1,1,1,1,1,5,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,2,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,4,3,2,2,1,2.0,0.788583249,,,,,2018,6,21
672,677,98056,2,,1,5,5,3,2,4,2,4,4,4,1,1,1,2,1,1,1,1,1,2,2,1.0,2,2,2,3,2,1.0,2,2,3,3.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,1,1,1,2,1,70,4,4,3,2,1,2.0,2.258769412,,,,,2018,6,22
679,684,98032,1,6.0,5,5,5,5,5,4,4,4,4,4,1,1,2,2,1,1,1,1,1,1,2,3.0,2,2,2,1,3,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,2,1,61,3,3,3,3,1,3.0,0.607542766,,,,,2018,6,22
680,685,98034,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,2,1,1,2,1,66,4,3,3,3,1,1.0,0.61528162,,,,,2018,6,22
684,689,98052,2,,5,5,4,5,5,4,3,4,4,4,2,1,1,2,1,1,1,1,2,1,2,1.0,2,2,2,1,3,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,1,1,1,2,1,65,4,3,4,3,1,2.0,0.61528162,,,,,2018,6,22
685,690,98125,2,,2,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,2,2,2,2.0,2,2,2,3,3,2.0,2,2,2,2.0,2,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,63,3,5,1,1,2,1.0,1.183395563,,,,,2018,6,22
687,692,98001,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,2,1,1,1,1,1,1,3,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,71,4,7,3,2,1,2.0,2.258769412,,,,,2018,6,23
688,693,98011,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,1,1.0,2,4,4,4,4,4,4,4,1,1,1,2,1,2,2,1,1,1,1,1,2,1,77,4,3,3,2,1,2.0,0.767491992,,,,,2018,6,23
690,695,98031,1,1.0,3,5,6,3,3,3,2,4,4,2,2,2,2,2,2,2,2,1,1,5,3,3.0,2,2,1,2,2,2.0,2,2,1,3.0,2,4,4,5,4,4,4,4,2,2,2,2,1,2,1,2,2,2,2,1,2,1,56,3,4,1,2,2,2.0,1.213354944,,,,,2018,6,23
695,700,98117,2,,5,5,5,3,5,4,2,4,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,3,3,1.0,2,2,1,2.0,2,3,4,4,4,4,3,4,1,1,1,2,2,2,2,2,2,1,1,1,2,1,66,4,3,3,1,1,1.0,0.6075906,,,,,2018,6,23
697,702,98166,1,1.0,5,5,5,5,5,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,64,3,3,3,2,1,1.0,0.61513705,,,,,2018,6,23
703,708,98031,2,,5,5,3,5,5,3,2,4,4,4,1,1,1,2,1,1,1,1,2,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,1,1,1,1,2,1,79,4,3,3,1,1,2.0,0.748541573,,,,,2018,6,24
707,713,98023,2,,3,3,5,3,5,4,2,4,4,4,1,1,1,2,2,1,1,1,1,2,2,1.0,2,2,2,3,2,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,2,1,1,2,1,72,4,3,4,4,1,2.0,1.538204051,,,,,2018,6,24
709,715,98168,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,1,2.0,1,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,77,4,3,2,1,1,2.0,0.748541573,,,,,2018,6,24
