,Unnamed: 0,zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day
730,736,98040,2,,5,5,5,3,5,4,2,4,4,4,3,1,1,2,2,1,1,1,2,1,3,1.0,2,1,2,1,1,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,2,2,1,1,2,1,77,4,3,4,5,1,2.0,2.274050348,,,,,2018,6,25
731,737,98188,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,1,4,4,4,4,1,1,1,2,1,2,2,2,2,2,2,2,2,1,64,3,3,3,1,1,1.0,0.599948481,,,,,2018,6,25
732,738,98059,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,2,2.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,2,1,77,4,3,4,3,1,2.0,0.758016783,,,,,2018,6,25
752,758,98166,1,1.0,1,1,1,3,3,3,1,3,3,3,2,2,1,1,1,1,1,1,2,1,2,1.0,2,2,1,1,2,2.0,2,2,1,2.0,2,3,3,3,3,3,3,3,1,1,1,1,1,2,1,2,2,1,1,1,2,1,63,3,2,1,1,1,1.0,2.046965677,,,,,2018,6,25
757,763,98002,1,1.0,5,5,5,1,5,4,1,3,4,4,2,1,2,2,2,1,1,1,1,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,2,1,1,1,2,1,57,3,3,2,3,1,1.0,0.607542766,,,,,2018,6,26
758,764,98122,2,,2,5,5,5,5,4,4,4,4,4,1,1,1,2,1,1,1,1,2,2,2,2.0,2,2,2,1,1,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,2,1,1,2,1,68,4,3,2,3,2,1.0,0.61528162,,,,,2018,6,26
759,765,98030,2,,5,5,5,5,5,4,2,4,4,4,2,2,1,2,1,1,1,2,2,2,2,1.0,2,2,3,1,3,3.0,2,2,3,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,71,4,3,4,2,1,2.0,0.622972641,,,,,2018,6,26
760,766,98001,1,3.0,5,5,5,5,5,3,3,3,3,3,2,2,2,3,2,1,1,2,2,2,3,1.0,2,2,3,3,3,3.0,2,2,1,3.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,57,3,3,2,1,2,2.0,0.599948481,,,,,2018,6,26
765,771,98144,1,1.0,5,5,5,2,5,3,2,2,3,3,2,1,2,3,2,1,1,1,1,2,1,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,56,3,3,3,2,1,1.0,0.61513705,,,,,2018,6,26
766,772,98002,1,5.0,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,3.0,2,2,2,1,3,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,60,3,3,2,1,1,1.0,0.599948481,,,,,2018,6,26
767,773,98155,1,1.0,2,2,3,1,2,4,2,3,3,3,1,2,2,3,2,1,1,1,1,2,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,4,3,2,4,4,4,4,2,2,1,1,2,2,1,2,1,2,2,2,2,1,60,3,3,3,5,1,2.0,1.822628297,,,,,2018,6,26
768,774,98006,2,,5,5,5,5,5,4,4,4,4,4,1,1,2,2,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,2,2,1,1,2,1,69,4,3,3,2,1,2.0,0.622972641,,,,,2018,6,26
771,777,98107,3,,5,5,5,4,5,4,3,4,4,4,1,1,2,3,2,1,1,2,2,1,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,69,4,3,3,1,2,1.0,0.769112058,,,,,2018,6,26
772,778,98038,2,,5,5,5,5,5,3,2,4,4,4,1,1,2,3,2,1,1,1,2,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,58,3,3,1,2,1,3.0,0.61513705,,,,,2018,6,27
773,779,98038,1,1.0,3,3,2,2,5,3,2,3,4,4,2,2,1,2,1,1,1,1,1,2,2,1.0,2,2,2,3,3,2.0,2,2,1,2.0,2,4,4,4,3,4,4,4,1,2,2,1,1,1,1,2,1,2,1,1,2,1,65,4,3,4,2,1,2.0,0.622972641,,,,,2018,6,27
774,780,98391,1,1.0,5,5,5,3,5,4,1,4,4,4,1,1,1,1,1,1,1,1,2,1,3,1.0,2,2,2,3,3,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,57,3,3,3,2,1,2.0,0.61513705,,,,,2018,6,27
775,781,98178,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,3,1.0,2,3,3,2,3,2.0,3,3,3,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,71,4,3,2,1,1,2.0,0.6075906,,,,,2018,6,27
777,783,98033,2,,5,5,5,5,5,4,2,4,4,4,2,1,1,3,2,1,1,1,2,1,3,1.0,2,2,2,3,2,3.0,3,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,1,2,2,1,59,3,3,3,3,1,1.0,0.607542766,,,,,2018,6,27
778,784,98024,2,,5,5,5,5,5,4,3,4,4,3,1,1,2,2,1,1,1,1,1,2,3,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,1,1,1,2,1,68,4,3,3,2,1,3.0,0.622972641,,,,,2018,6,27
780,786,98004,2,,3,5,5,3,3,4,5,4,4,3,1,1,1,3,2,1,2,1,1,2,2,1.0,2,2,2,1,3,1.0,2,2,1,1.0,2,4,4,3,4,4,4,4,1,1,1,1,2,2,2,1,1,2,2,2,2,1,64,3,3,4,2,1,1.0,0.61513705,,,,,2018,6,27
781,787,98166,1,1.0,5,5,5,3,5,3,2,4,4,4,2,2,2,2,1,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,1,1,2,1,65,4,3,3,4,1,2.0,1.538204051,,,,,2018,6,27
782,788,98092,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,2,1,1,1,1,2,1,2,1.0,2,3,2,3,3,2.0,3,3,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,57,3,3,1,1,1,3.0,0.599948481,,,,,2018,6,27
784,790,98112,2,,5,5,5,5,5,4,2,3,4,4,2,1,1,3,2,2,1,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,81,4,3,4,2,1,1.0,0.767491992,,,,,2018,6,27
785,791,98057,2,,5,5,3,3,5,3,2,4,4,4,2,1,2,2,2,1,1,2,2,1,3,1.0,2,3,3,3,3,2.0,3,3,1,3.0,2,4,4,4,5,4,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,1,59,3,3,4,2,1,2.0,0.61513705,,,,,2018,6,27
787,793,98045,1,1.0,3,3,3,3,5,3,3,3,3,4,2,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,4,4,3,4,3,3,1,2,1,1,1,1,1,2,2,1,1,1,2,1,64,3,3,2,3,1,3.0,0.607542766,,,,,2018,6,28
791,797,98030,2,,5,5,5,2,3,3,1,3,4,3,2,1,1,2,1,1,1,1,2,2,2,1.0,2,2,2,1,3,2.0,2,2,1,2.0,2,3,4,3,3,4,3,4,2,2,1,2,1,1,1,2,1,1,1,1,2,1,71,4,3,3,1,1,2.0,0.6075906,,,,,2018,6,28
803,810,98125,2,,5,5,3,5,5,3,3,3,3,3,2,1,1,2,2,1,1,1,1,1,3,3.0,3,3,3,3,3,3.0,3,3,1,3.0,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,76,4,3,4,1,1,1.0,0.748541573,,,,,2018,6,28
812,819,98038,1,1.0,1,3,2,5,3,1,5,2,4,3,1,5,2,4,3,2,1,2,3,4,1,3.0,2,1,2,3,2,1.0,3,2,1,2.0,3,1,5,3,1,5,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,99,4,3,3,4,1,2.0,1.895041956,,,,,2018,6,28
813,820,98002,1,1.0,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,65,4,3,3,3,1,2.0,0.61528162,,,,,2018,6,28
816,823,98004,1,6.0,5,5,4,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,3,3.0,2,2,2,3,3,2.0,2,2,3,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,62,3,3,2,1,1,1.0,0.599948481,,,,,2018,6,28
830,837,98019,2,,5,5,5,5,5,3,2,3,4,4,2,1,2,3,2,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,68,4,3,3,2,1,3.0,0.622972641,,,,,2018,6,29
831,838,98057,1,1.0,5,5,5,5,5,4,3,4,4,4,1,1,1,3,1,1,1,1,2,1,2,1.0,2,2,2,1,1,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,2,2,2,1,1,2,1,61,3,2,2,2,1,2.0,2.098787593,,,,,2018,6,29
847,854,98144,2,,5,5,3,3,5,4,2,4,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,2,3,2.0,3,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,63,3,3,4,2,1,1.0,0.61513705,,,,,2018,6,29
853,860,98001,2,,5,5,5,3,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,66,4,3,3,1,1,2.0,0.6075906,,,,,2018,6,29
869,876,98122,2,,5,5,3,5,5,3,2,4,4,4,2,1,1,2,1,1,1,1,2,1,1,1.0,3,3,3,1,1,1.0,1,1,1,3.0,2,2,4,4,3,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,60,3,3,2,3,1,1.0,0.607542766,,,,,2018,6,30
880,887,98033,1,6.0,4,5,3,2,3,2,1,4,4,4,2,1,1,3,2,1,1,1,1,2,2,1.0,2,2,2,3,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,1,2,1,2,1,68,4,3,3,2,1,1.0,0.622972641,,,,,2018,6,30
900,907,98008,2,,5,5,5,2,5,3,2,3,4,3,2,1,2,2,1,1,1,1,1,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,64,3,3,3,1,1,2.0,0.599948481,,,,,2018,6,30
903,910,98092,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,3,2.0,3,3,2,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,76,4,3,2,2,1,2.0,0.767491992,,,,,2018,7,1
905,912,98106,2,,5,5,3,5,3,3,1,3,3,3,1,1,1,2,1,1,1,1,3,1,2,1.0,2,2,2,3,3,1.0,3,3,1,3.0,1,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,60,3,3,2,1,1,1.0,0.599948481,,,,,2018,7,1
907,914,98188,2,,5,5,5,5,5,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,5,4,4,4,4,4,1,1,1,2,1,1,1,1,2,2,1,1,2,1,64,3,3,3,1,1,2.0,0.599948481,,,,,2018,7,1
908,915,98117,1,1.0,5,4,5,1,3,4,1,3,3,2,3,1,2,3,2,1,1,1,2,3,3,1.0,2,2,2,1,3,3.0,3,3,1,3.0,2,4,4,3,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,62,3,5,2,3,1,1.0,1.198375253,,,,,2018,7,1
909,916,98109,2,,1,5,5,5,2,5,4,4,4,4,2,1,1,1,1,1,1,1,1,1,2,2.0,2,2,2,2,2,2.0,2,2,2,2.0,2,3,3,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,62,3,2,2,1,2,3.0,2.046965677,,,,,2018,7,1
910,917,98198,2,,3,5,3,2,3,3,2,3,4,3,3,2,2,2,1,1,2,1,3,2,2,1.0,2,2,2,1,1,2.0,1,1,1,1.0,2,4,4,1,4,4,4,4,2,2,1,1,2,2,2,2,2,2,2,2,2,1,65,4,3,1,1,1,2.0,0.6075906,,,,,2018,7,1
912,920,98056,2,,5,5,5,5,5,4,2,4,4,4,2,1,2,3,1,1,1,1,3,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,59,3,6,2,1,1,3.0,3.922443081,,,,,2018,7,1
915,923,98042,1,1.0,1,1,1,2,2,2,2,3,3,4,2,1,1,1,1,1,1,1,1,1,1,2.0,1,1,1,1,1,1.0,3,2,1,2.0,2,2,3,3,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,60,3,1,4,1,1,2.0,16.58739126,,,,,2018,7,1
917,925,98177,1,1.0,5,5,4,5,5,3,3,4,4,4,2,1,2,2,2,1,1,2,2,2,3,1.0,2,2,2,3,3,3.0,3,3,3,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,70,4,3,2,3,1,2.0,0.61528162,,,,,2018,7,1
918,926,98101,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,1,1,2.0,1,1,1,1.0,2,4,4,4,4,4,4,4,1,1,1,2,2,1,2,2,2,1,2,2,2,1,78,4,3,3,1,2,1.0,0.748541573,,,,,2018,7,2
920,928,98002,1,1.0,5,5,5,5,5,4,2,3,4,4,1,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,3,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,60,3,3,3,1,1,1.0,0.599948481,,,,,2018,7,2
926,934,98126,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,3,1,1,1.0,2,2,2,1,1,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,72,5,3,3,2,2,1.0,0.58419743,1.0,,,,2019,5,23
928,936,98102,2,,5,5,5,5,5,3,2,4,4,3,2,1,2,1,1,1,1,1,2,2,3,3.0,2,3,3,3,1,2.0,3,3,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,64,4,4,3,1,2,1.0,0.932813497,1.0,,,,2019,5,23
930,938,98023,1,1.0,5,5,5,1,5,4,2,4,4,4,1,1,1,2,1,1,1,1,1,2,2,1.0,2,2,2,1,2,3.0,2,2,1,2.0,1,4,4,4,4,4,4,4,2,2,2,1,2,1,1,2,1,2,2,2,2,2,68,5,3,4,4,1,2.0,1.137136865,1.0,,,,2019,5,23
931,939,98101,2,,5,5,5,5,5,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2.0,2,2,2,3,3,3.0,3,3,2,3.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,58,4,3,1,1,2,1.0,0.91306588,1.0,,,,2019,5,23
935,943,98106,1,1.0,1,3,3,3,5,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1.0,1,1,1,1,1,2.0,1,1,1,2.0,2,2,3,3,2,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,59,4,4,3,2,1,1.0,8.105920079,1.0,,,,2019,5,23
938,946,98019,2,,5,5,5,5,5,3,2,4,4,4,2,1,1,2,1,1,1,1,1,1,3,1.0,2,2,2,1,3,3.0,3,3,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,56,4,3,3,5,1,3.0,1.21437762,1.0,,,,2019,5,23
940,948,98391,2,,4,5,5,6,6,4,4,4,4,4,2,2,1,2,2,1,1,1,2,1,1,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,1,4,4,4,4,1,1,1,1,1,1,1,2,1,1,2,2,2,2,59,4,2,3,4,1,3.0,8.497545417,1.0,,,,2019,5,23
951,959,98007,1,3.0,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,3,2,1,3,2.0,3,3,2,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,62,4,3,2,2,2,2.0,0.739583363,1.0,,,,2019,5,23
960,968,98122,2,,5,5,5,5,5,4,3,4,4,3,1,1,1,2,2,1,1,1,2,1,3,1.0,2,2,2,2,3,3.0,2,2,2,3.0,2,4,4,4,4,4,4,4,2,2,1,2,1,1,1,2,2,1,1,1,2,1,62,4,3,3,1,2,1.0,0.591110627,1.0,,,,2019,5,23
965,973,98133,1,1.0,5,5,5,5,5,4,3,4,4,3,2,1,1,1,1,1,1,1,2,2,2,3.0,2,3,3,3,3,2.0,3,2,3,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,64,4,3,2,1,1,1.0,0.591110627,1.0,,,,2019,5,23
967,975,98391,1,1.0,3,4,4,2,3,3,2,3,3,3,5,2,1,1,1,1,1,1,1,1,3,1.0,2,3,3,3,3,1.0,3,3,1,3.0,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,57,4,3,3,2,1,2.0,0.739583363,1.0,,,,2019,5,23
971,979,98122,2,,1,5,5,5,5,4,3,3,4,4,1,1,1,1,1,1,1,1,2,1,3,1.0,2,2,2,1,3,2.0,3,2,3,3.0,2,4,4,4,4,4,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,66,5,3,2,1,2,1.0,0.909709492,1.0,,,,2019,5,23
982,990,98023,2,,5,5,3,3,5,3,2,3,4,4,2,2,1,3,1,1,1,1,2,1,1,1.0,2,2,1,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,1,1,2,2,2,1,1,2,1,63,4,4,3,4,1,2.0,1.166016871,1.0,,,,2019,5,23
983,991,98122,2,,5,5,5,5,5,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1.0,1,2,2,1,3,2.0,2,2,2,2.0,2,3,4,3,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,72,5,3,3,1,2,1.0,0.909709492,1.0,,,,2019,5,23
989,997,98038,1,1.0,5,5,5,5,5,2,2,4,4,4,2,2,2,2,2,1,1,1,2,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,1,1,1,1,1,2,2,1,1,1,2,1,57,4,3,4,5,1,2.0,0.786177134,1.0,,,,2019,5,23
995,1003,98126,1,1.0,5,5,5,5,5,4,4,4,4,4,1,1,1,2,2,1,1,1,1,1,2,3.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,1,2,2,2,2,1,1,2,2,71,5,3,2,2,1,2.0,0.736864688,1.0,,,,2019,5,24
996,1004,98092,1,1.0,5,5,3,5,3,4,3,4,4,5,1,1,1,2,1,1,1,1,2,3,3,1.0,2,2,2,2,2,3.0,2,2,3,3.0,2,4,4,4,4,4,3,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,62,4,3,2,2,1,2.0,0.478799608,1.0,,,,2019,5,24
999,1007,98031,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,2,1,1,2,2,74,5,3,4,3,1,1.0,0.909709492,1.0,,,,2019,5,24
1000,1008,98177,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,2,2,1,1,1,1,1,2,2.0,2,2,2,2,1,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,2,2,68,5,3,3,2,1,2.0,0.736864688,1.0,,,,2019,5,24
1011,1020,98177,1,1.0,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,2,2,70,5,3,3,2,1,2.0,0.736864688,1.0,,,,2019,5,24
1013,1022,98033,2,,5,5,5,5,5,2,2,3,3,3,3,2,2,3,2,2,2,1,1,2,1,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,63,4,3,2,1,1,2.0,0.591110627,1.0,,,,2019,5,24
1024,1033,98031,2,,5,5,5,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,71,5,4,3,2,1,2.0,3.693750038,1.0,,,,2019,5,24
1026,1035,98122,1,1.0,5,5,5,3,5,3,3,3,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,2,2,3,1,3,3.0,3,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,59,4,1,4,5,1,2.0,1.172653567,1.0,,,,2019,5,24
1032,1041,98052,1,1.0,5,5,3,5,5,3,2,3,4,4,2,2,1,2,1,1,1,2,2,2,3,1.0,2,2,1,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,66,5,3,4,3,1,2.0,0.909709492,1.0,,,,2019,5,24
1045,1054,98032,1,1.0,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,1,1,1,1,2,3,1.0,2,1,2,3,1,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,1,1,1,2,2,66,5,3,4,1,1,2.0,0.909709492,1.0,,,,2019,5,24
1046,1055,98107,2,,1,5,5,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,2,1,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,61,4,3,3,1,1,1.0,0.91306588,1.0,,,,2019,5,24
1047,1056,98034,2,,5,5,5,5,5,4,3,3,3,3,2,1,2,2,3,2,2,2,2,2,2,1.0,2,2,1,1,1,1.0,1,1,1,2.0,2,4,4,4,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,1,77,5,3,3,1,1,2.0,1.32982567,1.0,,,,2019,5,24
1055,1064,98032,2,,5,5,5,2,5,2,2,4,4,4,1,1,1,2,1,1,1,1,2,1,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,5,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,69,5,3,2,1,1,2.0,0.909709492,1.0,,,,2019,5,24
1080,1090,98168,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,74,5,3,3,2,1,2.0,0.736864688,1.0,,,,2019,5,24
1083,1093,98121,2,,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2.0,2,2,2,1,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,63,4,3,3,1,2,1.0,0.91306588,1.0,,,,2019,5,24
1091,1101,98125,2,,5,5,5,5,5,4,2,4,4,4,2,2,2,2,2,1,1,2,3,3,2,1.0,2,3,3,3,1,2.0,3,3,1,1.0,2,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,71,5,3,3,3,1,2.0,0.721231395,1.0,,,,2019,5,24
1093,1103,98038,2,,5,5,3,2,2,3,2,4,4,2,2,1,2,3,2,1,1,1,1,3,2,1.0,2,1,3,1,1,3.0,1,1,1,3.0,2,3,4,3,3,4,3,4,2,2,2,1,2,2,2,2,2,1,2,2,2,1,72,5,3,3,3,1,3.0,0.721231395,1.0,,,,2019,5,24
1106,1117,98166,2,,5,5,5,5,5,4,3,4,4,3,1,1,1,2,1,1,1,1,1,2,3,1.0,2,2,2,1,3,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,75,5,3,3,1,1,2.0,1.32982567,1.0,,,,2019,5,24
1108,1119,98003,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,3,3,1,3,2.0,3,3,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,70,5,3,2,1,1,1.0,0.909709492,1.0,,,,2019,5,24
1113,1124,98023,1,1.0,3,5,5,3,5,3,2,3,4,4,3,1,1,2,1,1,1,1,1,1,3,1.0,2,2,2,3,2,1.0,2,2,1,2.0,2,4,4,4,4,4,3,3,1,2,1,1,2,1,1,2,1,1,1,1,2,2,64,4,3,3,3,1,2.0,0.91306588,1.0,,,,2019,5,24
1114,1125,98006,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,1,2,1,1,2.0,1,1,1,1.0,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,2,2,66,5,4,2,3,1,2.0,4.560185232,1.0,,,,2019,5,24
