,Unnamed: 0,zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day
537,539,98119,1,3.0,4,5,4,5,5,3,2,4,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,1,2,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,1,1,1,2,2,29,1,3,3,3,1,1.0,0.521126057,,,,,2018,6,20
542,544,98003,2,,3,5,2,1,4,4,2,3,4,3,3,2,2,3,2,2,1,1,1,3,3,1.0,2,2,2,1,2,3.0,1,2,1,1.0,2,3,3,2,2,3,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,3,18,1,1,2,4,1,1.0,0.964912783,,,,,2018,6,20
543,545,98042,2,,1,3,2,1,2,3,1,3,3,2,2,1,1,1,2,1,1,1,1,2,3,1.0,2,2,1,1,2,1.0,3,2,1,2.0,2,3,4,3,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,27,1,2,1,1,2,1.0,0.547029299,,,,,2018,6,20
545,547,98052,2,,5,5,4,5,5,4,2,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,29,1,3,3,4,1,1.0,1.302815143,,,,,2018,6,20
547,549,98052,1,1.0,3,5,5,3,5,4,2,4,4,3,2,1,1,2,1,1,1,1,2,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,25,1,3,3,3,1,2.0,0.533364477,,,,,2018,6,20
553,556,98391,2,,5,5,5,3,5,4,2,4,4,3,2,1,1,1,5,2,1,1,5,5,1,1.0,2,2,2,3,2,1.0,2,2,1,3.0,2,3,4,3,4,4,4,4,1,1,1,2,1,1,1,2,2,2,1,1,2,3,26,1,3,2,2,1,2.0,0.540031533,,,,,2018,6,20
558,561,98168,1,1.0,1,1,1,3,1,3,2,3,3,2,2,1,1,1,1,1,1,1,1,5,3,2.0,2,2,2,1,2,1.0,1,1,1,2.0,2,3,3,2,2,2,3,3,1,1,2,1,2,2,1,2,2,2,1,1,2,2,23,1,1,2,2,1,1.0,0.390789677,,,,,2018,6,20
562,565,98053,2,,3,3,3,5,5,3,3,2,2,3,2,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,3,3,4,4,4,4,4,1,1,1,2,1,1,1,2,2,2,1,1,2,2,30,1,3,2,1,1,2.0,0.514611982,,,,,2018,6,20
564,567,98034,1,1.0,5,5,4,2,5,4,2,4,4,5,2,1,1,1,1,1,1,1,2,5,2,1.0,3,1,2,3,2,3.0,1,3,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,26,1,1,3,1,1,2.0,0.817683281,,,,,2018,6,20
565,568,98057,1,1.0,2,3,5,3,1,2,1,2,2,2,3,3,2,3,2,2,1,2,2,3,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,2,3,1,4,3,4,4,2,1,2,2,1,1,1,2,2,1,1,1,2,1,28,1,3,2,2,1,2.0,0.540031533,,,,,2018,6,20
566,569,98032,1,1.0,2,5,1,1,3,2,1,4,3,4,2,1,1,1,1,1,1,1,3,1,2,1.0,2,2,2,3,2,1.0,2,2,1,2.0,2,2,3,3,4,4,4,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,23,1,3,2,1,1,1.0,0.970197332,,,,,2018,6,21
569,572,98058,1,1.0,3,3,5,3,2,3,2,3,3,3,1,1,1,2,2,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,20,1,7,2,1,1,2.0,0.555738544,,,,,2018,6,21
574,577,98027,1,1.0,4,5,5,1,5,2,1,3,4,4,4,1,1,2,1,1,1,1,1,2,2,1.0,2,2,3,1,3,1.0,2,2,1,2.0,2,4,3,4,4,4,4,4,1,2,2,1,2,1,1,2,1,2,1,1,2,2,27,1,3,4,3,1,2.0,0.521126057,,,,,2018,6,21
575,579,98056,1,1.0,2,3,4,2,3,3,1,4,4,3,2,1,1,3,2,2,1,1,2,2,2,2.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,3,3,3,3,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,30,1,3,3,3,1,2.0,0.521126057,,,,,2018,6,21
576,580,98115,2,,5,5,5,3,5,4,2,4,4,4,2,2,1,1,1,1,1,1,1,2,3,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,22,1,3,3,5,2,1.0,2.947434931,,,,,2018,6,21
577,581,98023,1,3.0,5,5,5,4,4,3,2,4,4,2,2,1,1,3,1,2,1,1,4,3,3,1.0,2,2,2,1,3,2.0,3,3,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,24,1,1,2,1,2,1.0,1.141558225,,,,,2018,6,21
584,588,98155,2,,5,5,4,3,5,4,1,4,4,4,2,1,1,2,1,1,1,1,1,1,3,1.0,2,2,3,1,2,2.0,2,3,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,26,1,3,3,2,1,2.0,0.527640133,,,,,2018,6,21
591,595,98168,1,4.0,5,5,5,1,1,4,2,4,4,4,2,1,1,1,1,1,1,1,1,3,3,1.0,2,2,2,3,2,2.0,2,2,3,3.0,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,24,1,4,2,2,1,2.0,0.569807874,,,,,2018,6,21
597,601,98004,1,3.0,2,3,5,2,2,2,1,2,3,2,3,2,1,3,1,1,1,1,1,3,2,1.0,2,1,2,3,2,2.0,2,2,1,2.0,2,4,4,2,4,4,4,3,1,1,1,1,1,1,1,2,2,1,1,1,2,2,24,1,4,3,2,1,1.0,0.778208379,,,,,2018,6,21
600,604,98052,1,6.0,5,5,5,5,5,3,2,4,4,3,2,1,1,2,2,1,1,1,1,2,3,3.0,3,3,3,1,3,3.0,3,3,3,3.0,3,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,1,2,1,1,2,1,28,1,3,4,1,2,1.0,0.526697421,,,,,2018,6,21
611,616,98122,1,6.0,5,5,5,5,5,3,1,4,4,4,2,1,1,1,1,1,1,1,1,2,2,1.0,2,2,1,1,1,2.0,1,1,1,1.0,2,5,4,2,4,4,4,4,1,2,1,1,1,1,1,2,1,1,1,1,2,2,25,1,3,4,2,2,1.0,0.527640133,,,,,2018,6,21
612,617,98166,1,1.0,3,3,2,1,3,2,1,3,4,3,4,2,2,3,2,1,1,1,4,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,2,3,1,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,23,1,2,3,1,1,1.0,0.293376369,,,,,2018,6,21
613,618,98155,2,,3,3,5,2,1,4,1,4,4,2,2,2,1,1,1,1,1,1,3,3,2,1.0,2,2,2,3,2,2.0,2,2,1,1.0,2,4,3,3,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,29,1,5,1,2,1,1.0,0.541077212,,,,,2018,6,21
614,619,98065,2,,5,5,5,5,5,3,2,3,3,3,2,1,1,2,2,2,2,2,3,2,3,3.0,3,3,3,3,3,3.0,3,3,3,3.0,3,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,26,1,7,2,1,1,2.0,0.527717281,,,,,2018,6,21
620,625,98033,1,1.0,2,1,1,5,3,3,3,3,3,1,2,1,1,2,1,1,1,1,2,1,1,1.0,2,2,2,2,2,1.0,2,2,1,2.0,2,2,2,2,3,3,4,4,2,2,1,1,1,1,1,2,1,1,1,1,2,2,30,1,7,1,4,1,2.0,1.335993115,,,,,2018,6,21
621,626,98023,1,3.0,5,5,5,5,3,4,2,3,3,2,1,1,1,1,1,1,1,1,2,3,2,1.0,2,2,2,3,2,3.0,3,2,1,1.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,24,1,5,1,1,2,1.0,0.758993357,,,,,2018,6,21
622,627,98002,2,,5,5,5,5,5,3,3,3,3,3,5,2,2,5,1,1,2,2,5,1,3,1.0,3,2,3,1,3,3.0,3,3,1,2.0,2,3,4,4,5,5,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,19,1,6,1,1,2,1.0,0.758993357,,,,,2018,6,21
625,630,98053,1,1.0,1,3,5,3,5,3,2,3,4,4,2,2,1,3,3,2,1,1,1,2,2,1.0,2,2,2,1,2,3.0,2,2,1,2.0,2,4,3,4,4,4,4,4,2,1,2,1,1,1,1,2,2,1,1,1,2,2,22,1,3,4,2,1,2.0,0.994759289,,,,,2018,6,21
626,631,98052,1,7.0,1,1,1,5,6,1,1,2,1,1,4,5,4,4,4,4,4,4,1,4,1,1.0,2,1,1,1,1,2.0,2,3,3,3.0,3,2,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,19,1,6,1,5,1,1.0,1.688319627,,,,,2018,6,21
631,636,98030,2,,5,5,5,3,5,3,2,3,4,4,2,2,1,3,2,2,1,2,2,2,3,3.0,1,3,3,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,27,1,3,2,3,1,2.0,0.521126057,,,,,2018,6,21
633,638,98030,2,,5,5,4,5,5,3,2,4,4,4,2,1,3,3,2,1,1,1,1,2,3,1.0,2,3,3,3,2,3.0,1,3,3,2.0,2,4,4,4,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,19,1,4,1,2,1,2.0,0.778208379,,,,,2018,6,21
635,640,98146,2,,3,4,5,5,3,3,2,3,4,3,2,2,2,2,2,2,1,1,1,2,3,3.0,3,3,3,1,2,1.0,2,2,1,2.0,2,3,3,3,3,3,3,3,1,1,1,1,2,2,2,1,1,1,1,1,2,2,25,1,3,4,3,2,1.0,0.521126057,,,,,2018,6,21
638,643,98003,1,1.0,2,2,3,2,5,4,2,4,4,4,2,1,1,1,1,1,1,1,2,1,2,1.0,2,2,2,1,2,2.0,2,2,3,3.0,2,5,2,4,4,4,4,4,1,1,2,2,2,2,2,2,2,2,1,1,2,2,19,1,7,1,2,1,1.0,0.778208379,,,,,2018,6,21
639,644,98059,1,1.0,1,1,1,5,1,2,2,3,2,2,3,3,1,1,1,2,1,2,1,3,2,1.0,2,2,2,3,2,1.0,2,2,1,2.0,2,1,1,1,3,3,4,4,1,1,1,2,1,1,2,2,2,2,2,2,2,2,27,1,4,2,1,1,3.0,0.527717281,,,,,2018,6,21
640,645,98001,2,,5,5,5,5,5,4,2,3,3,3,2,1,1,2,2,2,1,1,1,2,3,3.0,3,3,3,3,3,3.0,3,3,3,3.0,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,19,1,4,1,2,1,2.0,0.778208379,,,,,2018,6,21
644,649,98104,2,,5,5,5,3,5,3,3,3,3,3,2,1,1,1,2,1,1,1,1,1,3,1.0,2,2,3,1,2,3.0,2,3,1,2.0,2,3,4,4,4,4,4,4,1,1,2,1,2,2,2,2,2,1,1,1,2,2,19,1,1,1,4,2,2.0,0.964912783,,,,,2018,6,21
649,654,98105,1,1.0,1,2,2,2,2,3,3,3,3,2,2,1,1,3,2,1,1,1,1,3,3,3.0,3,3,3,3,3,3.0,3,3,3,3.0,2,2,2,2,3,2,3,3,1,1,2,1,2,2,2,2,1,1,2,2,2,1,21,1,3,2,2,1,1.0,0.541231061,,,,,2018,6,21
650,655,98030,1,1.0,5,4,6,5,5,3,3,3,3,3,2,1,3,1,1,1,1,1,2,3,2,2.0,1,3,1,2,2,1.0,2,2,1,2.0,2,3,3,3,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,21,1,3,1,1,2,3.0,0.970197332,,,,,2018,6,21
651,656,98011,1,1.0,2,3,5,2,2,3,2,3,3,5,5,2,1,1,1,1,1,1,2,5,2,1.0,2,2,2,3,2,2.0,2,2,1,3.0,2,4,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23,1,3,3,1,1,1.0,0.970197332,,,,,2018,6,21
652,657,98023,1,1.0,1,5,5,1,5,3,1,3,3,3,2,2,1,1,2,1,1,1,3,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,1,7,3,1,1,1.0,0.527717281,,,,,2018,6,21
654,659,98102,1,3.0,5,5,5,5,5,3,2,4,4,2,2,1,1,2,1,1,1,1,2,2,2,1.0,2,3,2,1,2,1.0,3,2,1,3.0,2,4,4,4,5,4,5,5,2,2,1,1,2,2,1,1,1,1,2,1,2,2,28,1,3,3,2,2,1.0,0.527640133,,,,,2018,6,21
660,665,98107,1,3.0,5,5,5,3,5,2,2,4,4,4,2,1,2,3,1,1,1,1,1,2,2,3.0,2,2,2,1,3,2.0,3,3,1,2.0,2,2,4,4,3,4,3,4,2,2,1,1,1,1,1,2,2,2,1,1,2,2,27,1,3,3,3,1,1.0,0.521126057,,,,,2018,6,21
661,666,98125,1,3.0,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,2,3,3.0,3,3,3,3,3,3.0,3,3,3,3.0,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,24,1,1,1,1,2,1.0,0.381140549,,,,,2018,6,21
663,668,98003,1,1.0,1,1,1,1,1,3,3,3,3,1,4,4,1,1,1,1,1,1,1,3,2,1.0,2,1,1,2,1,2.0,1,1,2,1.0,2,4,2,2,3,4,4,4,1,1,2,1,1,1,2,1,1,1,1,1,2,2,22,1,3,4,2,2,1.0,0.994759289,,,,,2018,6,21
666,671,98115,1,5.0,3,3,5,5,3,3,3,4,4,3,2,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,3,3,2,2,1,1,1,1,1,2,1,1,1,1,2,2,24,1,3,3,1,1,1.0,0.970197332,,,,,2018,6,21
669,674,98001,2,,5,5,5,5,5,3,3,4,4,3,2,1,1,2,2,2,1,1,1,2,2,1.0,3,3,3,1,3,3.0,2,2,3,3.0,2,3,4,4,4,4,4,4,2,2,2,2,2,2,2,1,2,1,1,1,2,1,23,1,3,3,3,3,2.0,0.534549196,,,,,2018,6,22
673,678,98023,1,1.0,1,6,5,2,1,2,3,3,3,1,1,1,4,4,4,4,4,4,4,1,2,1.0,1,1,2,2,2,2.0,2,2,2,2.0,2,1,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,19,1,3,2,2,1,1.0,0.541231061,,,,,2018,6,22
678,683,98074,1,1.0,1,3,2,2,3,3,2,2,3,3,2,2,1,1,1,1,1,1,3,2,2,2.0,2,2,2,1,2,3.0,2,2,1,2.0,2,3,3,3,3,3,3,3,1,1,1,1,2,2,2,2,2,2,1,1,2,1,21,1,4,3,5,1,2.0,1.688319627,,,,,2018,6,22
681,686,98034,2,,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,2,1,1,2,2,2,1.0,2,2,2,1,2,3.0,2,2,1,2.0,2,4,4,4,3,3,3,3,1,1,1,1,2,1,1,1,1,2,1,1,2,1,18,1,4,1,3,1,2.0,0.562773209,,,,,2018,6,22
689,694,98001,1,1.0,5,5,5,2,5,3,2,4,4,3,2,1,1,2,2,1,1,1,1,2,2,2.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,3,3,3,3,2,2,2,1,1,1,1,2,2,2,1,1,2,1,19,1,3,2,1,1,2.0,0.527867331,,,,,2018,6,23
691,696,98103,1,6.0,5,5,5,2,5,4,1,4,3,3,2,1,3,4,3,1,1,1,4,3,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,30,1,3,1,1,1,3.0,0.526697421,,,,,2018,6,23
692,697,98146,1,1.0,4,5,5,3,5,3,2,3,3,3,2,2,2,2,1,1,2,1,1,1,2,1.0,1,2,2,1,2,2.0,2,2,1,2.0,2,3,3,3,4,4,4,4,2,2,2,1,2,2,2,2,1,2,2,2,2,1,27,1,3,1,2,1,2.0,0.540031533,,,,,2018,6,23
693,698,98053,3,,5,5,5,5,5,3,2,3,4,3,1,1,2,2,2,2,1,1,1,2,3,1.0,2,3,3,3,3,2.0,1,3,1,3.0,2,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,20,1,3,1,1,1,1.0,0.527867331,,,,,2018,6,23
696,701,98065,3,,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,1,1,1,2,1,3,1.0,3,3,3,3,3,3.0,3,3,3,3.0,3,4,4,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,24,1,3,1,2,2,3.0,0.541231061,,,,,2018,6,23
701,706,98109,2,,5,5,5,2,2,4,2,4,4,2,1,1,1,2,1,1,1,1,2,2,2,1.0,2,2,2,1,2,2.0,2,2,1,1.0,2,4,4,2,4,4,4,4,1,1,1,1,1,1,1,1,2,2,1,1,2,1,24,1,4,2,1,1,1.0,0.555738544,,,,,2018,6,23
704,709,98104,1,3.0,4,5,5,5,5,3,2,3,4,4,2,2,1,2,2,1,1,1,2,2,2,2.0,2,2,2,1,2,2.0,2,2,1,2.0,2,5,5,5,5,5,5,5,1,1,1,1,2,2,2,2,1,1,1,1,2,1,23,1,3,3,1,1,1.0,0.527867331,,,,,2018,6,24
705,711,98103,1,1.0,5,5,3,2,1,4,2,4,4,2,2,1,1,3,1,1,1,1,2,2,2,1.0,2,2,2,1,2,1.0,2,2,1,1.0,2,3,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,30,1,3,3,1,1,1.0,0.526697421,,,,,2018,6,24
706,712,98125,1,3.0,5,5,5,3,5,3,2,4,4,3,2,1,1,3,2,2,1,1,2,2,3,1.0,2,2,2,1,3,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,1,2,2,2,2,3,19,1,1,2,1,2,1.0,1.141558225,,,,,2018,6,24
708,714,98168,1,1.0,3,3,4,4,5,4,2,3,4,4,1,1,2,2,1,1,1,2,1,1,2,1.0,2,2,1,1,3,1.0,1,1,1,2.0,2,4,3,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,29,1,4,1,2,1,1.0,0.763773363,,,,,2018,6,24
711,717,98052,1,1.0,5,5,5,5,5,3,5,3,4,5,2,2,1,1,1,1,1,1,2,3,1,1.0,2,1,1,3,1,1.0,1,1,1,2.0,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,18,1,3,2,2,2,2.0,0.541231061,,,,,2018,6,24
713,719,98058,1,1.0,3,3,3,3,3,3,2,3,3,3,2,2,3,3,2,2,1,2,2,2,3,1.0,2,2,2,3,3,3.0,3,3,1,3.0,2,3,3,3,3,3,4,4,1,1,1,2,1,1,2,2,2,2,2,2,2,1,18,1,3,1,3,1,3.0,0.534549196,,,,,2018,6,24
718,724,98146,1,1.0,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2.0,2,2,2,1,3,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,2,2,2,1,2,1,1,1,2,1,25,1,3,3,3,1,1.0,0.533364477,,,,,2018,6,24
719,725,98007,2,,5,3,5,5,5,4,2,3,3,4,1,2,1,1,1,1,1,2,2,1,2,1.0,2,2,3,3,3,3.0,3,3,1,3.0,2,4,4,4,4,3,5,5,1,1,2,2,2,2,1,2,2,2,2,2,2,1,28,1,7,3,2,1,2.0,0.763773363,,,,,2018,6,24
720,726,98109,2,,4,5,5,2,2,4,2,4,4,2,1,1,1,1,1,1,1,1,1,3,2,1.0,2,2,2,1,2,2.0,2,2,1,1.0,2,4,4,2,4,4,4,4,1,1,1,1,1,1,1,2,2,2,1,1,2,1,24,1,4,2,1,1,1.0,0.555738544,,,,,2018,6,24
722,728,98052,1,1.0,5,5,5,2,5,4,1,4,4,4,1,1,2,2,1,1,1,1,1,1,2,1.0,2,2,2,2,2,3.0,2,2,2,2.0,2,4,4,4,3,3,3,3,1,1,1,1,1,1,1,2,2,1,1,1,2,1,26,1,3,3,4,1,1.0,1.333411193,,,,,2018,6,24
723,729,98102,1,5.0,3,2,4,1,6,5,5,2,3,2,2,2,2,2,1,2,1,1,1,2,3,3.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,3,4,4,4,1,1,1,1,1,1,1,2,2,2,2,1,2,1,26,1,6,2,1,1,1.0,0.744914761,,,,,2018,6,24
724,730,98057,1,1.0,1,5,5,3,2,3,2,3,3,2,2,2,1,1,1,2,1,1,1,2,2,1.0,3,3,2,3,3,1.0,3,1,1,3.0,2,3,3,3,3,3,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,20,1,4,2,2,1,1.0,0.569807874,,,,,2018,6,24
727,733,98030,1,1.0,3,5,5,4,3,4,1,4,4,3,2,1,1,2,2,1,1,1,3,2,2,1.0,2,1,2,1,2,1.0,2,2,1,1.0,2,3,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,23,1,3,1,1,1,1.0,0.527867331,,,,,2018,6,25
728,734,98006,2,,2,2,2,2,2,3,1,3,3,1,2,2,1,1,1,1,1,1,3,2,3,1.0,2,2,3,1,2,2.0,2,2,1,2.0,2,4,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,26,1,4,3,1,1,2.0,0.744914761,,,,,2018,6,25
729,735,98125,1,1.0,1,1,1,1,1,2,1,3,3,3,3,2,1,2,2,2,1,1,3,3,2,3.0,2,2,1,1,2,2.0,2,2,1,2.0,2,2,2,2,3,3,3,2,2,2,1,1,2,2,2,2,1,1,2,2,2,3,22,1,4,2,3,1,1.0,0.768600868,,,,,2018,6,25
733,739,98052,1,1.0,3,3,3,2,2,3,1,3,3,2,2,1,2,3,2,2,1,1,1,3,2,2.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,3,3,4,4,4,4,1,2,1,1,2,2,2,1,1,1,2,2,2,1,27,1,4,4,3,1,1.0,0.754344062,,,,,2018,6,25
734,740,98112,1,1.0,3,3,2,2,3,3,2,3,3,3,2,2,2,3,2,2,2,2,3,2,1,1.0,1,1,1,1,1,1.0,1,1,1,1.0,1,2,2,3,3,3,3,3,2,2,1,2,1,1,1,2,2,2,1,1,2,1,29,1,3,3,5,1,1.0,1.600093432,,,,,2018,6,25
737,743,98133,1,3.0,3,5,5,5,3,5,3,3,4,2,2,2,2,2,2,1,1,1,2,2,2,1.0,2,2,2,2,2,1.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,1,1,1,1,2,2,2,2,2,2,2,1,23,1,3,1,1,2,1.0,0.527867331,,,,,2018,6,25
739,745,98033,1,1.0,3,3,5,5,1,1,1,4,4,1,2,1,1,3,1,1,1,1,1,4,3,3.0,2,2,2,1,2,2.0,2,2,1,1.0,2,3,4,1,4,4,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,20,1,3,1,1,1,2.0,0.527867331,,,,,2018,6,25
740,746,98055,1,1.0,3,4,3,3,4,4,2,4,4,5,2,1,1,2,2,1,1,1,1,5,2,1.0,2,1,2,1,2,2.0,1,2,1,2.0,2,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,22,1,3,4,5,1,3.0,1.603647587,,,,,2018,6,25
741,747,98108,1,1.0,1,5,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1.0,1,1,2,1,2,1.0,1,2,1,2.0,1,4,1,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,25,1,1,4,2,1,2.0,8.961188677,,,,,2018,6,25
743,749,98125,1,1.0,4,4,5,2,3,2,2,3,3,2,2,1,1,1,1,1,1,1,1,2,2,1.0,1,2,2,3,2,2.0,2,2,1,2.0,2,3,4,3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,19,1,3,1,3,1,1.0,0.534549196,,,,,2018,6,25
745,751,98065,1,1.0,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,1,1,3,3,2,1.0,3,3,1,1,3,3.0,3,3,1,2.0,2,2,2,2,2,2,3,3,1,1,1,1,2,2,1,2,1,2,2,2,2,1,23,1,3,2,1,1,1.0,0.527867331,,,,,2018,6,25
754,760,98059,1,1.0,5,5,5,2,3,4,1,4,4,3,2,2,1,2,2,1,2,1,1,3,3,1.0,2,1,1,1,1,1.0,2,2,1,2.0,2,4,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,23,1,3,2,2,1,3.0,0.541231061,,,,,2018,6,26
786,792,98198,1,3.0,5,5,5,5,5,4,3,4,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,2,2,1,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,19,1,3,1,3,2,2.0,0.98247831,,,,,2018,6,27
790,796,98144,1,3.0,5,5,5,3,3,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,2,2,2,1,28,1,2,1,1,1,1.0,2.144402586,,,,,2018,6,28
797,803,98104,1,4.0,5,5,4,1,1,2,1,4,4,2,3,1,1,1,1,1,1,1,1,3,2,1.0,1,1,1,1,2,2.0,2,2,1,1.0,2,2,2,3,4,4,4,4,2,2,2,2,2,1,2,2,2,2,1,1,2,1,30,1,3,3,3,1,1.0,0.533364477,,,,,2018,6,28
804,811,98103,2,,5,5,5,5,5,4,2,4,4,2,1,1,1,2,1,1,1,1,1,2,3,1.0,2,2,2,3,3,3.0,3,2,1,1.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,19,1,3,1,1,2,1.0,0.527867331,,,,,2018,6,28
808,815,98117,2,,5,5,5,5,5,3,2,4,4,2,2,1,3,4,4,1,1,1,3,3,3,1.0,2,2,3,1,3,3.0,2,2,1,3.0,3,3,3,3,4,4,3,3,2,2,1,1,2,2,2,2,2,2,2,1,2,1,30,1,3,1,2,1,1.0,0.540031533,,,,,2018,6,28
809,816,98122,1,4.0,2,3,3,5,4,2,2,3,3,2,2,2,2,2,1,2,1,1,2,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,3,2,3,3,5,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,30,1,7,3,1,1,1.0,0.744914761,,,,,2018,6,28
