,Unnamed: 0,zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day
250,251,98144,1,3.0,5,5,5,3,5,3,2,3,3,2,3,4,1,2,1,1,1,1,1,3,2,1.0,2,2,2,1,2,2.0,2,2,1,1.0,2,4,4,4,4,4,4,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,26,1,4,3,4,2,1.0,1.335993115,,,,,2018,6,18
253,254,98001,2,,5,5,5,5,5,3,2,4,4,4,2,1,2,1,1,1,1,1,1,2,2,1.0,2,2,2,3,2,3.0,2,2,1,2.0,2,3,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,2,1,1,2,2,30,1,3,1,3,1,2.0,0.521126057,,,,,2018,6,18
256,257,98092,1,1.0,3,4,5,5,5,4,3,3,4,4,1,1,1,2,2,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,3,3,4,3,4,3,2,2,1,2,1,1,1,2,2,2,1,1,2,2,22,1,3,3,2,1,2.0,0.994759289,,,,,2018,6,18
269,270,98033,2,,3,3,5,1,2,3,2,3,4,2,3,1,2,3,2,1,1,1,2,3,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,3,4,2,3,3,4,4,1,2,2,2,2,2,2,2,2,1,1,1,2,1,28,1,3,3,5,1,2.0,1.600093432,,,,,2018,6,18
270,271,98112,1,1.0,2,2,3,3,3,3,2,3,4,4,2,1,1,1,1,1,1,1,1,1,2,2.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,2,3,3,3,3,3,2,2,2,1,1,1,1,2,2,1,1,1,2,2,19,1,3,2,3,1,1.0,0.98247831,,,,,2018,6,18
278,279,98005,1,1.0,2,3,5,3,1,3,1,3,4,1,3,2,1,3,2,1,1,1,2,2,2,1.0,2,2,3,3,1,1.0,3,2,1,2.0,2,4,3,3,4,3,4,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,30,1,3,3,2,1,1.0,0.540031533,,,,,2018,6,18
279,280,98391,2,,5,5,2,1,1,4,1,4,4,1,2,1,1,1,1,1,1,1,1,3,3,1.0,2,2,3,1,2,3.0,2,2,1,3.0,2,4,4,2,4,4,4,4,1,1,2,1,1,1,1,2,1,2,2,2,2,2,25,1,3,2,3,1,2.0,0.521126057,,,,,2018,6,18
284,285,98107,1,2.0,3,3,5,3,1,4,2,3,3,2,2,2,1,1,1,1,1,1,1,2,2,1.0,2,2,1,1,2,1.0,1,2,1,1.0,2,4,3,2,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,23,1,3,3,2,1,1.0,0.994759289,,,,,2018,6,18
289,290,98199,2,,5,5,5,5,5,3,2,5,3,5,3,2,2,2,2,2,1,1,2,2,3,3.0,2,2,1,1,2,2.0,2,2,1,2.0,2,4,4,4,4,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,28,1,2,1,4,2,1.0,1.384884301,,,,,2018,6,18
300,301,98125,1,3.0,5,5,5,5,5,4,2,4,4,4,3,1,1,2,2,1,1,1,2,1,2,2.0,2,2,2,3,2,3.0,3,3,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,30,1,1,3,1,1,1.0,0.817683281,,,,,2018,6,18
307,308,98115,1,3.0,5,5,2,2,5,2,1,4,4,3,2,1,1,2,1,1,1,1,1,2,3,1.0,2,3,1,1,1,2.0,1,1,1,3.0,2,3,4,4,4,4,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,29,1,3,2,2,1,1.0,0.527640133,,,,,2018,6,18
309,310,98188,1,1.0,3,3,3,5,2,3,2,3,4,3,2,1,1,2,1,1,1,1,1,1,2,1.0,1,2,1,2,3,2.0,2,2,1,2.0,2,3,4,3,3,3,5,5,1,2,1,1,1,1,1,2,2,1,1,1,2,2,29,1,3,3,1,1,1.0,0.514611982,,,,,2018,6,18
310,311,98198,2,,3,3,3,3,3,2,1,3,3,4,2,2,1,2,2,2,1,1,2,2,2,1.0,2,2,2,1,1,2.0,2,2,1,2.0,2,2,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,28,1,3,1,2,1,2.0,0.527640133,,,,,2018,6,18
316,317,98103,1,1.0,4,5,5,4,5,4,2,4,4,4,1,1,2,2,1,1,1,1,2,1,2,1.0,2,2,2,3,2,2.0,3,2,1,2.0,2,4,4,4,3,4,4,4,1,1,1,1,1,2,1,2,1,2,1,1,2,1,30,1,3,3,2,1,1.0,0.540031533,,,,,2018,6,18
317,318,98188,1,1.0,5,5,5,3,5,4,2,4,4,4,2,1,1,1,1,1,1,1,3,1,2,1.0,2,2,3,2,3,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,1,1,2,2,2,2,1,1,2,1,27,1,3,1,1,1,1.0,0.526697421,,,,,2018,6,18
324,325,98042,1,1.0,1,1,1,1,1,2,1,2,3,2,2,2,3,3,2,2,1,1,4,3,1,1.0,1,2,2,1,2,1.0,2,2,1,2.0,2,2,2,1,4,4,4,4,2,2,1,2,2,2,2,2,2,2,1,1,2,1,19,1,3,2,1,1,2.0,0.527867331,,,,,2018,6,18
329,330,98102,1,3.0,5,5,5,5,5,3,1,3,4,3,2,1,2,2,1,1,1,1,2,2,3,1.0,2,3,2,1,3,3.0,3,3,1,3.0,1,4,4,4,3,3,3,3,1,1,1,1,1,1,1,2,1,2,1,1,2,1,26,1,7,1,1,2,1.0,0.744914761,,,,,2018,6,18
330,331,98103,1,1.0,4,4,3,2,3,2,2,3,5,5,3,2,2,3,2,2,1,1,1,3,1,1.0,1,2,2,1,2,1.0,2,2,1,2.0,2,2,3,3,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,26,1,3,4,4,1,1.0,1.333411193,,,,,2018,6,18
332,333,98125,1,1.0,2,2,4,4,2,2,1,3,4,2,3,2,1,2,1,2,2,1,2,2,2,1.0,1,1,1,1,2,1.0,2,2,1,2.0,1,2,4,3,3,2,1,3,2,1,2,1,2,2,2,2,2,2,1,2,2,1,28,1,4,3,2,2,1.0,0.763773363,,,,,2018,6,18
334,335,98006,1,3.0,5,5,5,5,3,3,3,3,4,2,2,2,2,2,1,1,1,1,1,2,2,2.0,2,2,2,1,2,1.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,1,1,2,1,28,1,4,3,3,1,2.0,0.754344062,,,,,2018,6,18
340,341,98117,2,,2,3,5,1,5,2,1,3,4,3,3,2,2,3,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,24,1,3,3,2,1,1.0,0.541231061,,,,,2018,6,18
341,342,98030,1,1.0,3,3,3,2,5,3,1,3,4,3,2,1,1,2,2,1,1,1,1,1,2,1.0,2,2,2,3,3,3.0,2,2,1,3.0,2,4,4,4,4,4,4,4,1,2,1,1,2,1,1,2,1,2,1,1,2,1,28,1,3,3,2,1,1.0,0.540031533,,,,,2018,6,18
346,347,98029,2,,5,5,5,5,3,4,2,4,4,4,2,1,2,3,2,1,1,1,2,2,2,1.0,2,2,1,1,2,2.0,2,2,1,2.0,2,4,4,4,4,3,4,4,1,1,1,1,1,1,1,2,2,1,1,1,2,1,18,1,3,1,3,1,2.0,0.534549196,,,,,2018,6,18
349,350,98057,1,1.0,4,3,3,3,3,5,2,2,2,3,3,2,3,2,2,2,2,3,1,4,3,3.0,2,3,3,1,3,3.0,2,2,3,2.0,3,4,4,4,3,2,3,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,24,1,4,3,3,1,2.0,0.562773209,,,,,2018,6,18
355,356,98168,1,1.0,3,3,3,2,5,2,1,3,4,3,3,2,1,3,3,2,1,1,1,2,2,1.0,2,2,3,2,2,3.0,2,2,1,2.0,2,2,4,1,4,4,4,4,2,2,2,1,2,2,2,2,2,1,1,1,2,1,26,1,3,2,3,1,2.0,0.533364477,,,,,2018,6,18
357,358,98040,1,3.0,5,5,5,5,5,3,3,4,4,4,1,1,2,3,2,1,1,1,2,2,2,1.0,2,2,2,1,2,2.0,2,2,2,2.0,3,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,1,1,2,2,2,1,21,1,3,2,5,1,1.0,1.603647587,,,,,2018,6,18
359,360,98101,1,1.0,1,1,3,1,3,3,2,2,3,2,2,3,2,2,2,2,2,2,2,3,1,1.0,2,2,2,2,2,2.0,2,2,1,3.0,2,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,27,1,3,3,5,1,1.0,1.600093432,,,,,2018,6,18
365,366,98075,2,,5,5,5,2,3,3,2,4,4,5,5,5,3,2,2,2,2,2,2,5,3,3.0,2,2,2,1,2,1.0,2,2,1,2.0,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,29,1,3,3,1,1,2.0,0.526697421,,,,,2018,6,18
368,369,98056,1,1.0,3,3,2,5,2,1,1,4,4,2,3,1,2,3,2,1,1,1,2,4,2,1.0,2,2,2,2,1,2.0,2,2,1,1.0,2,2,4,3,4,4,3,4,2,2,2,1,2,1,1,2,2,2,1,1,2,1,18,1,1,2,1,1,3.0,1.141558225,,,,,2018,6,19
369,370,98115,1,1.0,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1.0,1,3,3,3,3,1.0,1,2,1,3.0,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,30,1,3,4,3,1,1.0,0.521126057,,,,,2018,6,19
371,372,98058,1,1.0,2,2,3,3,3,3,1,5,2,3,2,2,1,3,2,2,1,1,2,3,1,1.0,2,1,3,1,1,1.0,1,1,1,2.0,2,3,2,4,3,2,3,3,1,2,1,1,1,1,2,2,2,2,1,1,2,1,28,1,3,2,3,1,2.0,0.533364477,,,,,2018,6,19
374,375,98115,1,1.0,3,3,5,1,3,3,2,4,4,3,1,1,1,1,1,2,1,1,5,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,2,2,2,2,1,30,1,3,3,5,2,1.0,1.600093432,,,,,2018,6,19
377,378,98057,1,1.0,5,5,5,2,5,3,2,3,3,3,3,2,2,1,1,1,1,1,1,3,3,3.0,2,1,2,1,2,1.0,1,1,2,1.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,1,1,2,1,18,1,1,1,1,1,2.0,1.141558225,,,,,2018,6,19
383,384,98011,1,1.0,3,3,2,2,3,3,2,3,3,4,3,1,2,2,2,1,1,1,1,2,3,1.0,1,2,3,1,2,1.0,2,2,1,2.0,2,1,3,3,4,4,3,3,1,1,1,1,1,2,2,2,1,2,2,2,2,2,21,1,3,3,3,1,2.0,0.98247831,,,,,2018,6,19
390,391,98070,1,3.0,3,5,5,5,3,3,2,4,4,4,2,1,2,2,2,2,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,3,2.0,2,4,4,4,4,4,4,4,2,2,2,1,1,2,2,2,2,2,2,2,2,2,21,1,3,3,2,1,3.0,0.994759289,,,,,2018,6,19
397,398,98102,1,1.0,3,3,3,2,3,2,1,3,3,4,3,2,1,2,1,2,1,2,2,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,3,3,3,3,5,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,28,1,3,3,1,1,1.0,0.514611982,,,,,2018,6,19
399,400,98032,2,,1,3,2,3,1,2,2,3,3,2,3,2,2,2,3,2,1,1,3,2,2,1.0,2,1,2,1,1,1.0,1,1,1,1.0,2,1,3,3,4,4,4,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,25,1,3,2,1,1,2.0,0.514611982,,,,,2018,6,19
400,401,98034,1,1.0,3,3,2,1,1,2,1,4,4,2,1,1,1,1,1,1,1,1,2,3,2,1.0,2,2,2,1,2,3.0,2,2,1,1.0,2,3,2,1,3,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,26,1,3,2,1,1,2.0,0.514611982,,,,,2018,6,19
403,404,98006,1,3.0,2,5,5,5,2,4,3,4,4,4,2,2,1,1,1,1,1,1,1,2,3,1.0,2,2,2,1,3,1.0,3,2,2,2.0,2,4,4,4,4,4,4,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,25,1,4,3,3,2,2.0,0.534397246,,,,,2018,6,19
404,405,98031,2,,3,5,3,1,5,3,2,4,4,3,2,1,1,2,1,1,1,1,3,2,3,1.0,3,3,3,1,2,2.0,3,2,1,2.0,2,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,2,2,1,1,2,2,27,1,3,2,3,1,2.0,0.521126057,,,,,2018,6,19
408,409,98092,1,1.0,5,5,5,5,5,3,2,3,3,3,2,1,1,1,1,1,1,1,2,2,2,1.0,2,2,2,1,2,2.0,3,3,1,2.0,2,3,3,3,3,3,4,4,2,2,2,1,1,1,1,2,2,2,2,2,2,2,26,1,3,1,1,2,3.0,0.514611982,,,,,2018,6,19
409,410,98092,1,1.0,2,2,2,3,1,3,3,3,3,3,2,1,1,2,2,1,1,1,2,2,2,3.0,2,2,2,3,2,3.0,2,2,1,2.0,2,2,1,1,5,5,5,5,2,2,2,1,2,2,2,1,1,2,2,2,2,2,20,1,4,2,2,1,2.0,0.778208379,,,,,2018,6,19
414,415,98042,1,1.0,3,3,2,1,1,3,2,3,3,2,2,2,1,1,1,1,1,1,1,2,1,2.0,1,1,1,2,1,2.0,1,1,2,2.0,1,4,3,2,4,4,4,4,2,2,2,1,2,2,2,2,1,2,1,2,2,2,24,1,1,2,2,1,1.0,0.390789677,,,,,2018,6,19
419,420,98003,2,,5,5,4,3,5,2,1,4,4,4,3,1,2,2,1,1,1,1,3,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,2,1,1,1,1,1,2,1,2,1,1,2,2,27,1,3,2,2,1,2.0,0.527640133,,,,,2018,6,19
421,422,98052,2,,5,5,5,5,2,4,4,4,4,2,2,2,1,1,2,1,1,2,2,2,2,3.0,2,2,3,1,3,1.0,1,2,2,3.0,1,4,4,4,4,4,4,4,2,2,2,2,1,2,2,2,1,2,2,2,2,2,27,1,4,4,2,2,3.0,0.541077212,,,,,2018,6,19
425,426,98166,2,,5,5,5,2,5,4,2,3,3,4,2,2,1,1,1,1,1,1,2,2,2,3.0,2,2,2,3,2,2.0,2,2,3,2.0,2,4,4,4,4,4,4,4,1,1,2,1,1,1,1,1,1,2,1,1,2,2,19,1,1,2,1,1,2.0,0.381140549,,,,,2018,6,19
427,428,98070,1,1.0,4,5,4,2,5,2,2,3,3,2,2,1,1,2,1,1,1,1,1,1,2,1.0,2,2,1,1,2,2.0,2,2,1,2.0,2,3,3,3,4,4,4,4,1,1,2,1,2,1,1,2,2,2,1,1,2,2,29,1,3,2,3,1,3.0,0.521126057,,,,,2018,6,19
429,430,98198,1,6.0,5,5,5,5,5,3,2,4,4,4,2,1,1,2,2,1,1,1,2,2,2,1.0,2,2,2,1,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,1,3,2,3,1,3.0,0.521126057,,,,,2018,6,19
430,431,98118,1,1.0,2,3,3,5,5,2,1,3,3,3,3,2,2,3,2,1,1,2,2,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,2,2,3,2,3,3,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,29,1,2,3,5,1,1.0,1.661861161,,,,,2018,6,19
432,433,98040,1,1.0,3,3,5,2,4,3,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,2,2.0,2,3,3,2,2,2,3,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,27,1,3,4,5,1,2.0,1.563378172,,,,,2018,6,19
434,435,98103,2,,4,5,4,5,3,4,2,4,4,1,2,1,2,3,2,1,1,1,2,2,3,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,25,1,3,3,2,1,1.0,0.527640133,,,,,2018,6,19
436,437,98199,1,3.0,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,3,1,3,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,27,1,3,3,4,2,1.0,1.333411193,,,,,2018,6,19
442,443,98029,2,,2,4,5,2,5,3,1,4,4,2,2,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,3,4,4,4,4,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,26,1,3,3,2,1,2.0,0.527640133,,,,,2018,6,19
447,448,98032,1,1.0,1,1,1,5,2,1,1,4,4,4,2,1,1,2,1,1,1,1,2,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,2,2,2,3,3,3,3,2,2,2,2,2,1,2,2,2,2,1,1,2,2,26,1,3,3,2,1,2.0,0.527640133,,,,,2018,6,19
448,449,98040,2,,3,3,2,1,2,3,1,3,3,2,3,3,2,2,2,2,1,2,1,3,2,2.0,2,2,2,2,2,2.0,1,2,1,1.0,2,2,2,1,3,4,4,4,1,1,2,2,2,1,2,2,2,2,1,1,2,1,18,1,4,1,2,1,1.0,0.569807874,,,,,2018,6,19
452,453,98056,1,1.0,5,5,5,3,2,3,2,4,4,5,2,1,1,1,1,1,1,1,1,3,3,1.0,3,1,3,3,3,3.0,3,3,1,3.0,2,4,4,3,4,4,4,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,26,1,3,4,1,1,2.0,0.514611982,,,,,2018,6,19
457,458,98134,1,3.0,3,3,4,5,1,3,2,4,4,1,2,1,1,3,2,1,1,1,2,4,3,1.0,2,2,3,1,2,1.0,2,2,1,1.0,2,2,3,1,4,4,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,26,1,2,3,2,1,1.0,0.560878142,,,,,2018,6,19
458,459,98133,1,6.0,5,5,5,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,2,3,1.0,2,2,3,3,2,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,28,1,1,3,1,1,1.0,0.817683281,,,,,2018,6,19
459,460,98391,1,1.0,3,3,5,2,5,3,3,4,4,3,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,1.0,2,2,2,2.0,2,2,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,21,1,3,1,1,2,2.0,0.970197332,,,,,2018,6,19
463,464,98101,1,3.0,1,5,5,3,5,3,2,4,4,2,1,2,1,1,1,1,1,1,1,3,1,1.0,1,2,1,1,1,1.0,1,1,1,1.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,2,2,2,2,2,2,20,1,4,3,2,2,1.0,0.778208379,,,,,2018,6,19
470,471,98052,1,1.0,5,5,5,2,5,3,2,3,3,3,2,1,2,3,2,1,1,1,3,2,3,3.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,3,5,5,1,2,1,1,2,1,2,1,1,1,1,1,2,2,29,1,3,3,2,1,2.0,0.527640133,,,,,2018,6,19
473,474,98102,1,1.0,3,4,3,1,6,3,1,4,4,4,2,1,1,2,1,1,1,1,2,2,2,2.0,2,1,2,1,2,2.0,1,1,1,2.0,2,4,4,3,4,3,3,3,1,1,1,2,1,1,2,2,2,2,1,1,2,2,19,1,2,2,2,1,2.0,0.300803619,,,,,2018,6,19
474,475,98146,1,3.0,1,1,1,4,3,2,3,2,5,3,2,2,2,2,2,3,2,2,2,2,1,1.0,1,1,1,1,1,1.0,1,2,2,2.0,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,27,1,4,1,3,2,2.0,0.754344062,,,,,2018,6,19
475,476,98022,1,1.0,3,5,3,3,5,2,2,3,4,3,2,1,1,2,2,1,1,1,3,2,3,1.0,2,2,2,1,3,3.0,2,2,2,2.0,2,2,4,4,3,4,3,4,1,1,1,2,2,2,2,2,1,2,1,1,2,2,24,1,3,3,2,1,1.0,0.994759289,,,,,2018,6,19
477,478,98072,1,1.0,3,3,3,2,3,5,1,5,5,2,5,2,5,3,3,5,1,1,1,5,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,1,1,2,2,26,1,3,3,4,1,2.0,1.302815143,,,,,2018,6,19
478,479,98104,1,3.0,3,3,3,5,3,3,2,3,3,3,2,1,2,2,2,2,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,2,2,2,3,3,3,3,2,2,1,1,2,2,2,2,2,1,1,1,2,2,29,1,3,4,2,1,1.0,0.527640133,,,,,2018,6,19
481,482,98103,1,1.0,1,1,2,3,1,1,1,2,2,2,3,2,1,3,2,2,1,2,1,3,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,1,1,1,2,3,3,3,1,2,1,2,2,1,1,2,2,2,1,1,2,2,26,1,3,3,2,1,1.0,0.527640133,,,,,2018,6,19
484,485,98005,1,3.0,5,5,5,5,5,4,4,4,4,4,2,1,2,2,2,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,1,2,1,1,1,2,2,2,1,1,2,2,28,1,4,3,5,1,1.0,1.603191739,,,,,2018,6,20
485,486,98101,1,3.0,5,5,5,3,5,3,2,4,4,4,2,1,1,2,2,2,1,1,1,2,2,1.0,2,3,2,1,3,2.0,3,1,1,2.0,2,4,4,4,4,4,4,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,23,1,3,3,1,2,1.0,0.970197332,,,,,2018,6,20
488,489,98101,1,1.0,2,3,2,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1,2,1,3,1.0,2,3,1,1,3,3.0,3,3,1,3.0,2,3,2,2,4,4,4,4,2,2,1,1,1,1,1,2,1,1,1,1,2,1,30,1,7,4,4,1,1.0,1.885860155,,,,,2018,6,20
490,491,98092,1,2.0,5,5,5,5,5,3,2,4,4,3,2,2,1,2,2,2,1,1,2,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,5,5,5,5,1,1,1,1,1,1,1,2,1,1,1,1,2,2,25,1,7,2,2,2,2.0,0.541077212,,,,,2018,6,20
491,492,98188,1,1.0,5,5,5,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,27,1,3,4,2,1,2.0,0.527640133,,,,,2018,6,20
497,498,98115,1,1.0,1,1,1,1,1,2,1,3,3,3,2,2,1,1,1,1,1,1,1,2,2,2.0,2,2,2,3,2,2.0,2,2,1,2.0,2,2,2,2,3,3,3,3,2,2,1,2,2,2,2,2,2,2,1,1,2,1,24,1,3,3,1,1,1.0,0.527867331,,,,,2018,6,20
499,500,98178,2,,5,5,4,4,4,3,2,4,4,2,2,1,1,2,1,1,1,1,2,5,2,1.0,2,2,2,3,2,2.0,2,2,1,3.0,2,4,4,1,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,19,1,3,3,2,1,1.0,0.541231061,,,,,2018,6,20
501,502,98125,1,3.0,3,3,3,5,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,2,1.0,2,2,1,2.0,2,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,26,1,4,3,2,2,2.0,0.763773363,,,,,2018,6,20
505,507,98007,2,,5,5,5,5,5,3,2,4,3,3,2,1,1,2,1,1,1,1,1,2,3,1.0,2,2,1,1,2,2.0,1,1,1,1.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,1,2,2,2,2,2,2,28,1,4,3,2,2,2.0,0.541077212,,,,,2018,6,20
506,508,98103,1,1.0,3,3,3,5,5,3,2,3,3,3,2,1,2,3,2,1,1,1,1,2,2,1.0,2,2,2,3,3,2.0,2,2,1,2.0,2,2,3,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,2,24,1,3,3,1,1,1.0,0.970197332,,,,,2018,6,20
509,511,98004,1,1.0,3,3,3,2,3,3,2,2,3,3,2,2,1,3,2,1,1,1,3,2,2,1.0,2,1,2,1,2,3.0,1,1,1,2.0,2,3,3,3,4,4,4,4,1,1,1,1,2,1,1,2,1,2,1,1,2,2,29,1,3,3,3,1,2.0,0.521126057,,,,,2018,6,20
516,518,98023,1,1.0,5,5,5,3,3,4,1,4,4,5,5,1,1,2,1,1,1,1,2,5,2,1.0,2,2,2,1,3,3.0,2,2,1,3.0,2,4,4,5,4,4,4,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,27,1,7,2,1,1,2.0,0.527717281,,,,,2018,6,20
520,522,98101,1,1.0,3,3,3,1,1,3,1,3,3,1,2,2,2,2,2,2,2,2,2,3,1,1.0,2,2,2,3,2,2.0,3,3,1,1.0,2,4,4,2,4,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,27,1,3,3,5,1,1.0,1.600093432,,,,,2018,6,20
523,525,98105,3,,4,5,5,5,5,3,2,4,4,3,2,1,1,3,1,2,1,1,2,2,1,1.0,2,3,2,3,3,1.0,3,1,1,2.0,2,3,4,4,4,4,3,3,1,1,1,1,1,1,1,2,2,1,1,1,2,2,21,1,4,2,1,1,1.0,0.758993357,,,,,2018,6,20
527,529,98133,1,3.0,4,5,4,2,3,3,5,3,4,4,2,1,3,3,3,1,1,1,2,2,3,1.0,2,2,2,1,2,2.0,1,2,1,3.0,2,2,3,3,4,4,3,4,2,2,2,1,1,2,2,2,2,2,1,1,2,1,25,1,4,4,2,2,1.0,0.763773363,,,,,2018,6,20
531,533,98108,1,1.0,1,1,1,1,1,2,2,1,2,1,3,2,2,3,2,3,1,2,3,3,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,1,1,1,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,27,1,2,2,1,1,1.0,2.144402586,,,,,2018,6,20
534,536,98122,2,,6,5,5,2,3,3,2,4,4,5,3,2,1,3,2,1,1,1,1,5,2,1.0,2,2,2,1,3,2.0,2,2,1,3.0,2,4,3,2,3,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,2,2,29,1,3,4,3,1,1.0,0.521126057,,,,,2018,6,20
536,538,98155,1,3.0,3,3,5,5,2,3,3,3,3,3,3,2,2,2,2,2,1,1,1,2,3,1.0,2,2,2,1,2,1.0,3,3,1,3.0,2,3,5,2,4,4,4,4,2,2,2,1,1,1,1,2,1,2,1,1,2,2,29,1,3,3,1,1,2.0,0.514611982,,,,,2018,6,20
