,Unnamed: 0,zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day
764,770,98030,1,1.0,6,6,5,6,6,4,2,3,3,3,2,2,2,2,1,1,1,1,1,2,3,1.0,3,1,1,1,1,3.0,1,1,1,3.0,2,5,2,2,5,5,5,5,2,2,2,1,2,2,2,2,1,2,2,2,2,1,48,2,2,2,2,1,1.0,0.438280435,,,,,2018,6,26
769,775,98121,1,1.0,4,5,5,1,4,4,3,4,4,4,1,1,2,2,1,1,1,1,1,1,2,1.0,2,2,2,2,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,52,3,3,3,1,1,1.0,0.603876568,,,,,2018,6,26
770,776,98023,1,1.0,3,4,4,1,5,2,1,2,3,4,2,2,1,3,1,2,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,5,3,4,4,4,4,3,2,2,1,1,2,2,1,2,2,2,2,1,2,1,46,2,3,2,3,1,1.0,0.611520575,,,,,2018,6,26
776,782,98008,1,3.0,3,5,3,3,3,3,2,4,4,4,1,1,1,2,1,1,1,1,1,2,2,1.0,2,3,2,2,1,2.0,3,3,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,53,3,4,3,3,2,1.0,1.228347625,,,,,2018,6,27
779,785,98106,2,,5,5,4,5,5,3,2,4,4,4,2,1,2,3,2,2,1,1,3,1,3,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,1,1,1,2,1,46,2,3,3,1,1,1.0,0.603876568,,,,,2018,6,27
783,789,98022,2,,5,5,5,5,5,3,2,4,4,4,2,1,2,2,1,1,1,1,2,1,3,3.0,2,2,2,1,3,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,53,3,3,1,1,1,3.0,0.603876568,,,,,2018,6,27
788,794,98011,1,1.0,5,5,5,5,5,4,2,4,4,4,2,1,1,2,1,1,1,1,2,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,1,31,1,3,3,3,1,2.0,0.533364477,,,,,2018,6,28
789,795,98032,1,1.0,5,5,3,5,5,3,2,4,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,1,2,3,2,2,2.0,2,2,1,2.0,2,3,4,4,3,4,4,4,1,1,1,1,1,1,1,1,2,2,1,1,2,1,44,2,3,2,2,1,2.0,0.695852517,,,,,2018,6,28
792,798,98117,2,,3,3,4,3,3,3,2,2,3,3,2,1,1,1,1,1,1,1,2,2,2,1.0,1,2,2,1,2,2.0,2,2,1,2.0,2,2,3,3,3,2,5,5,1,1,1,1,1,1,1,2,2,2,1,1,2,1,37,2,3,2,4,1,1.0,1.718154362,,,,,2018,6,28
793,799,98198,1,1.0,2,2,3,2,2,3,2,3,3,2,2,2,2,2,1,1,2,1,1,3,1,1.0,2,2,2,1,3,1.0,3,2,1,2.0,2,3,2,2,4,4,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,40,2,3,3,3,1,1.0,0.687261745,,,,,2018,6,28
794,800,98075,1,1.0,3,3,5,2,5,2,1,3,3,4,4,2,2,2,2,1,1,1,2,2,2,1.0,2,1,1,1,1,1.0,1,1,1,2.0,2,3,3,3,3,3,4,4,2,2,2,1,2,1,1,2,1,2,2,1,2,1,32,1,3,3,4,1,2.0,1.333411193,,,,,2018,6,28
795,801,98002,1,1.0,3,5,5,2,3,3,2,3,4,4,1,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,3,3,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,33,1,3,2,2,1,2.0,0.540031533,,,,,2018,6,28
796,802,98038,1,1.0,5,5,3,1,3,3,1,4,4,2,2,1,1,2,1,1,1,1,1,2,1,1.0,2,1,1,2,1,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,1,1,1,2,1,52,3,3,3,4,1,2.0,1.528801439,,,,,2018,6,28
798,804,98033,1,1.0,1,1,1,1,1,2,2,2,2,2,3,3,1,2,1,1,1,2,3,3,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,1,1,1,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,34,1,3,1,1,1,1.0,0.526697421,,,,,2018,6,28
799,805,98125,1,1.0,3,3,5,1,3,4,2,4,4,2,2,2,1,1,1,1,1,1,1,3,3,1.0,3,1,1,1,3,3.0,1,1,1,1.0,3,5,5,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,37,2,3,2,2,1,2.0,0.695852517,,,,,2018,6,28
800,807,98116,2,,5,5,5,3,5,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,3,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,51,3,5,3,1,1,1.0,1.21299328,,,,,2018,6,28
801,808,98104,1,3.0,5,5,5,5,5,4,4,4,4,4,2,1,2,2,1,1,1,2,2,1,3,1.0,2,3,2,1,1,3.0,1,3,1,2.0,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,50,3,3,3,1,2,1.0,0.603876568,,,,,2018,6,28
802,809,98022,1,1.0,3,3,4,1,1,4,1,3,4,1,1,1,1,2,1,1,1,1,1,3,2,1.0,2,2,2,3,2,3.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,2,2,2,1,1,2,2,2,1,1,2,1,51,3,3,4,2,1,2.0,0.619164583,,,,,2018,6,28
805,812,98052,1,1.0,5,4,4,3,5,4,3,4,4,2,3,2,2,1,1,1,1,2,2,3,2,1.0,2,3,3,1,3,3.0,3,2,3,1.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,40,2,4,4,3,1,2.0,1.077167593,,,,,2018,6,28
806,813,98178,2,,5,5,5,5,5,3,2,3,3,3,2,1,1,1,1,1,1,1,2,1,3,2.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,3,3,3,3,1,2,1,1,1,1,2,2,2,1,1,1,2,1,49,2,3,2,1,2,2.0,0.603876568,,,,,2018,6,28
807,814,98001,1,1.0,1,3,2,5,5,2,2,3,3,2,3,2,1,3,2,1,1,1,3,1,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,1,2,4,2,2,4,4,1,2,2,2,2,2,2,2,2,2,1,1,2,2,37,2,3,2,2,1,2.0,0.617983378,,,,,2018,6,28
810,817,98003,1,1.0,2,2,2,1,1,3,1,3,3,3,2,1,3,2,1,1,1,1,4,2,2,1.0,1,3,1,1,3,3.0,1,1,1,2.0,2,1,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,33,1,7,2,1,1,1.0,0.744914761,,,,,2018,6,28
817,824,98022,2,,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3.0,3,3,3,3,3,3.0,3,3,3,3.0,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,46,2,3,1,1,1,3.0,0.603876568,,,,,2018,6,28
818,825,98047,1,1.0,5,5,5,5,5,1,1,1,1,1,4,4,4,4,4,4,4,1,1,4,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,55,3,3,3,2,1,2.0,0.61513705,,,,,2018,6,28
821,828,98107,1,5.0,5,5,5,5,5,4,3,4,4,4,2,1,1,2,1,1,1,1,2,2,2,3.0,2,2,3,3,2,2.0,2,2,3,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,34,1,3,1,1,2,1.0,0.526697421,,,,,2018,6,28
822,829,98058,1,1.0,1,2,5,2,1,2,1,2,3,3,3,2,1,2,2,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,3,1,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,43,2,4,2,2,1,2.0,1.090632188,,,,,2018,6,28
825,832,98023,1,1.0,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,2,2,1.0,2,3,2,1,3,2.0,3,3,1,1.0,2,4,4,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,31,1,4,3,5,1,2.0,2.263032186,,,,,2018,6,28
826,833,98104,1,1.0,5,5,5,3,5,5,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2.0,2,2,2,3,2,2.0,2,2,3,2.0,2,2,3,3,3,3,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,32,1,3,4,4,1,1.0,1.333411193,,,,,2018,6,28
827,834,98133,1,2.0,2,5,2,2,1,3,1,3,3,2,1,1,2,2,1,1,1,1,1,5,2,1.0,1,2,2,2,2,2.0,2,2,1,1.0,2,2,4,2,4,4,4,4,2,2,2,1,1,1,1,2,1,1,1,1,2,1,32,1,3,2,2,2,1.0,0.540031533,,,,,2018,6,28
828,835,98178,2,,1,2,2,1,1,3,3,3,3,2,2,1,2,1,2,3,1,1,2,4,3,3.0,2,2,1,1,1,3.0,1,2,2,2.0,2,3,4,4,4,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,42,2,3,1,1,1,3.0,0.678670973,,,,,2018,6,28
832,839,98108,1,1.0,5,5,1,5,5,2,1,4,4,4,2,1,2,4,3,1,1,3,4,1,2,1.0,2,2,1,1,1,1.0,1,1,1,1.0,2,1,3,3,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,2,1,49,2,6,2,2,1,1.0,1.243701971,,,,,2018,6,29
833,840,98003,1,3.0,5,5,5,5,5,3,1,4,4,4,1,1,2,1,1,1,1,1,2,1,1,1.0,2,2,2,1,2,1.0,1,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,2,1,36,2,2,1,1,2,2.0,0.908284711,,,,,2018,6,29
834,841,98102,1,1.0,2,1,3,2,1,2,1,3,3,1,2,1,3,1,2,2,1,2,2,1,2,1.0,2,2,3,1,2,2.0,1,2,3,1.0,2,2,1,2,3,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,33,1,3,4,4,1,1.0,1.333411193,,,,,2018,6,29
835,842,98002,1,4.0,3,3,3,1,2,3,2,3,3,2,2,1,2,2,1,1,1,2,2,5,2,1.0,2,2,2,1,2,3.0,2,2,1,3.0,2,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,1,1,2,2,2,1,31,1,3,3,2,1,2.0,0.540031533,,,,,2018,6,29
837,844,98003,1,1.0,5,5,5,3,5,3,2,3,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,1,38,2,3,2,2,1,2.0,0.695852517,,,,,2018,6,29
841,848,98023,1,1.0,1,1,3,3,3,3,2,4,4,4,1,1,1,2,1,1,1,1,1,2,2,1.0,2,2,2,1,3,2.0,3,2,1,2.0,2,4,4,4,4,4,4,4,1,2,2,1,2,2,2,1,2,1,2,2,2,1,47,2,3,3,2,1,2.0,0.619164583,,,,,2018,6,29
842,849,98022,1,1.0,5,5,5,2,5,4,3,3,3,3,2,1,1,1,1,1,1,1,2,1,2,3.0,2,2,3,3,2,2.0,2,2,1,3.0,3,4,4,4,4,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,45,2,3,1,1,1,3.0,0.746812577,,,,,2018,6,29
843,850,98103,1,3.0,3,3,3,3,2,3,3,3,3,3,3,2,1,2,1,1,1,1,1,2,2,1.0,2,2,2,1,1,1.0,1,1,1,2.0,2,3,3,3,4,3,4,3,1,1,1,1,1,1,1,2,2,2,1,1,2,1,33,1,3,3,2,1,1.0,0.540031533,,,,,2018,6,29
844,851,98119,1,6.0,3,4,5,3,5,4,2,2,3,3,2,1,1,2,1,1,1,1,2,1,3,1.0,2,2,2,1,1,3.0,1,1,1,2.0,2,4,4,4,4,4,3,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,37,2,3,3,2,1,1.0,0.695852517,,,,,2018,6,29
845,852,98023,1,3.0,4,3,4,2,3,3,2,3,3,3,2,2,1,1,1,1,1,1,3,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,38,2,3,2,2,1,2.0,0.695852517,,,,,2018,6,29
848,855,98003,1,1.0,5,5,3,3,5,3,3,4,4,4,2,1,1,3,2,1,1,1,1,2,2,1.0,2,2,3,3,2,2.0,2,2,2,2.0,2,3,4,4,3,4,4,4,2,2,1,2,1,1,1,1,2,1,2,2,2,1,37,2,3,4,2,1,2.0,0.695852517,,,,,2018,6,29
849,856,98101,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,2,1,1,2,1,55,3,3,1,1,1,1.0,0.599948481,,,,,2018,6,29
850,857,98166,1,3.0,5,5,5,5,5,4,1,4,4,5,1,1,1,2,1,1,1,1,4,2,2,1.0,2,2,1,1,2,1.0,2,2,1,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,1,1,2,1,40,2,3,3,1,2,2.0,0.678670973,,,,,2018,6,29
851,858,98042,1,1.0,3,3,3,1,2,3,1,3,3,1,2,2,1,2,1,1,1,1,1,4,1,1.0,2,2,2,1,2,3.0,2,2,1,1.0,2,4,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,37,2,3,3,3,1,2.0,0.687261745,,,,,2018,6,29
854,861,98029,1,1.0,2,2,2,3,2,3,3,3,4,2,3,1,2,2,1,1,1,1,2,4,3,1.0,2,1,1,1,1,1.0,2,2,1,1.0,2,1,2,2,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,39,2,3,4,4,1,2.0,1.718154362,,,,,2018,6,29
855,862,98391,1,1.0,3,3,5,3,2,3,1,2,3,1,4,2,2,3,2,1,1,1,1,3,2,1.0,2,2,2,1,2,1.0,2,2,1,3.0,2,4,3,2,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,36,2,3,2,2,1,2.0,0.695852517,,,,,2018,6,29
859,866,98023,1,1.0,5,5,5,3,5,4,2,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,2,1,1,1,1,1,2,1,1,1,1,2,1,48,2,3,3,2,1,2.0,0.619164583,,,,,2018,6,29
860,867,98103,1,1.0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,36,2,3,4,3,1,1.0,0.687261745,,,,,2018,6,29
862,869,98053,1,1.0,2,3,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,1,1,1,1.0,1,1,1,1.0,2,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,40,2,3,4,4,1,2.0,1.718154362,,,,,2018,6,29
863,870,98178,2,,2,3,3,2,3,3,2,2,3,2,2,1,1,3,1,2,1,1,4,3,2,3.0,2,2,3,3,3,3.0,3,3,1,3.0,2,2,3,3,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,48,2,3,3,5,1,1.0,1.834561726,,,,,2018,6,29
864,871,98058,2,,5,5,5,5,5,3,2,3,4,2,1,1,1,3,2,1,1,2,2,2,2,1.0,1,1,2,1,2,2.0,2,2,1,2.0,2,4,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,46,2,2,1,1,2,1.0,0.427458696,,,,,2018,6,29
865,872,98004,1,1.0,5,5,5,5,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,3.0,2,2,2,1,2,2.0,2,2,2,3.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,1,1,2,1,47,2,3,3,2,1,2.0,0.619164583,,,,,2018,6,29
867,874,98104,1,1.0,5,5,5,5,5,4,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2.0,3,2,2,3,2,2.0,2,2,3,3.0,2,3,3,3,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,32,1,3,4,4,1,1.0,1.333411193,,,,,2018,6,29
875,882,98058,1,1.0,5,5,5,5,5,4,1,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,50,3,3,1,1,1,2.0,0.603876568,,,,,2018,6,30
876,883,98115,1,1.0,5,5,3,2,3,5,2,4,4,5,5,1,2,2,2,1,2,1,2,5,2,1.0,2,2,3,3,3,3.0,2,2,1,3.0,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,37,2,3,3,3,1,1.0,0.687261745,,,,,2018,6,30
877,884,98105,1,3.0,5,5,5,5,5,4,3,4,4,3,1,1,2,2,1,1,1,1,2,2,3,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,46,2,3,3,1,1,1.0,0.603876568,,,,,2018,6,30
878,885,98034,1,1.0,3,3,5,2,5,3,2,3,4,4,2,1,1,2,2,1,1,1,1,2,3,1.0,2,2,1,1,3,2.0,2,2,1,2.0,2,4,3,4,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,40,2,8,4,4,1,2.0,2.692918983,,,,,2018,6,30
883,890,98052,1,1.0,1,1,1,5,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,2,2.0,2,2,1,1,2,1,3,3,2,2,2,1,2,2,2,2,2,1,1,2,2,1,47,2,3,2,1,1,1.0,0.603876568,,,,,2018,6,30
884,891,98391,1,1.0,3,3,4,2,2,3,2,2,3,2,3,2,2,2,1,1,1,1,1,2,2,1.0,2,1,1,3,3,1.0,2,2,1,2.0,2,3,3,3,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,33,1,3,3,5,1,2.0,1.600093432,,,,,2018,6,30
885,892,98022,1,6.0,5,5,5,5,5,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2.0,2,2,1,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,1,1,1,1,2,2,2,2,2,2,2,1,34,1,3,1,1,1,1.0,0.526697421,,,,,2018,6,30
886,893,98075,1,1.0,5,5,5,2,5,4,2,4,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,1,1,1,2,2,2,1,45,2,3,3,2,1,2.0,0.619164583,,,,,2018,6,30
891,898,98055,1,1.0,3,4,3,2,2,3,2,3,4,3,3,1,2,2,1,1,1,1,1,3,3,1.0,2,3,2,1,3,2.0,3,3,1,2.0,2,4,4,3,3,3,3,3,1,2,1,2,1,1,1,1,2,2,1,1,2,1,35,2,4,4,2,1,1.0,1.090632188,,,,,2018,6,30
892,899,98002,1,6.0,5,5,5,5,5,3,2,4,4,5,2,1,3,5,1,1,1,1,1,5,2,1.0,2,3,3,3,3,3.0,3,3,3,3.0,2,4,4,4,4,4,4,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,32,1,3,2,1,1,3.0,0.526697421,,,,,2018,6,30
895,902,98122,1,6.0,5,5,5,3,3,4,3,4,4,4,1,1,1,2,2,1,1,1,1,2,2,2.0,2,2,1,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,46,2,3,2,1,1,1.0,0.603876568,,,,,2018,6,30
896,903,98117,1,1.0,2,2,2,5,1,4,2,4,4,1,2,2,1,3,2,1,1,1,2,3,2,1.0,2,2,1,1,1,2.0,2,2,1,1.0,2,2,3,1,2,2,2,3,2,1,1,2,1,2,1,2,2,2,2,2,2,1,39,2,3,3,4,1,1.0,1.718154362,,,,,2018,6,30
898,905,98109,2,,5,5,5,2,3,4,1,4,4,2,2,2,1,2,2,1,1,1,2,2,1,1.0,2,2,1,1,1,1.0,1,1,1,1.0,2,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,43,2,3,3,2,1,1.0,0.695852517,,,,,2018,6,30
899,906,98102,1,1.0,5,5,3,2,5,4,1,4,4,4,1,1,1,1,1,1,1,1,2,1,2,1.0,2,1,2,2,1,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,36,2,3,3,4,1,1.0,1.718154362,,,,,2018,6,30
901,908,98101,1,3.0,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,2,2,2,4,4,4,4,2,2,1,1,1,1,1,2,2,1,1,1,2,1,35,2,3,3,3,1,1.0,0.687261745,,,,,2018,6,30
904,911,98126,1,1.0,5,5,5,5,5,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,3,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,47,2,3,4,3,1,2.0,0.611520575,,,,,2018,7,1
906,913,98144,2,,5,5,4,5,5,3,2,4,4,3,2,1,2,3,2,2,1,1,1,2,1,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,4,3,4,4,4,4,2,2,2,1,1,1,1,2,2,2,1,1,2,1,47,2,4,3,2,1,1.0,1.243701971,,,,,2018,7,1
911,919,98040,1,1.0,5,5,5,3,5,4,3,4,4,4,1,1,1,2,2,1,1,1,1,2,2,1.0,2,2,2,2,1,1.0,1,1,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,55,3,3,3,4,1,2.0,1.518856914,,,,,2018,7,1
913,921,98117,1,1.0,2,2,2,2,3,3,1,3,3,2,3,3,2,2,2,2,2,2,2,2,3,3.0,2,2,1,1,2,3.0,2,2,1,3.0,2,3,3,3,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,47,2,3,3,4,1,1.0,1.528801439,,,,,2018,7,1
914,922,98056,2,,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,55,3,3,3,4,1,2.0,1.518856914,,,,,2018,7,1
916,924,98003,2,,5,5,3,2,5,3,2,3,4,3,3,2,1,2,1,1,1,1,3,2,3,1.0,2,3,3,1,3,3.0,3,3,1,1.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,52,3,2,2,3,1,1.0,0.432869566,,,,,2018,7,1
919,927,98125,1,1.0,3,3,5,1,1,4,2,3,3,2,2,2,2,2,2,2,2,1,1,2,3,1.0,2,1,2,1,3,3.0,1,1,1,1.0,2,4,2,1,3,2,3,3,2,2,2,1,2,2,2,2,1,2,1,1,2,1,47,2,3,3,5,1,1.0,1.834561726,,,,,2018,7,2
923,931,98023,2,,5,5,5,5,5,3,1,4,4,5,2,1,1,2,2,1,1,1,1,2,3,3.0,2,3,3,1,3,2.0,3,3,1,3.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,34,2,3,2,1,2,3.0,0.88437144,1.0,,,,2019,5,23
924,932,98178,2,,4,5,3,2,5,3,2,3,4,3,2,1,1,1,2,2,1,1,1,2,3,3.0,2,2,2,3,2,2.0,3,2,3,2.0,2,4,4,4,4,4,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,33,2,1,1,1,1,2.0,0.418909577,1.0,,,,2019,5,23
925,933,98121,1,2.0,5,5,5,5,5,5,4,4,4,3,1,1,1,1,1,1,1,1,2,1,2,1.0,2,2,2,1,1,1.0,2,2,2,1.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,43,3,6,2,3,2,1.0,0.754630752,1.0,,,,2019,5,23
927,935,98008,1,1.0,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1,1,1,2,1,1.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,1,37,3,3,3,4,1,1.0,0.990756567,1.0,,,,2019,5,23
929,937,98102,1,1.0,5,5,5,5,5,4,4,4,4,2,1,1,1,1,1,1,1,1,1,4,2,1.0,2,1,2,2,1,2.0,1,1,2,2.0,2,4,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,41,3,1,4,3,1,1.0,0.563407008,2.0,,,,2019,5,23
933,941,98166,1,1.0,5,5,5,3,4,3,3,3,4,3,2,1,1,2,1,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,33,2,3,2,1,1,1.0,0.88437144,1.0,,,,2019,5,23
936,944,98058,1,1.0,4,3,5,5,5,4,3,3,4,3,2,1,2,3,1,1,1,2,2,2,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,4,3,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,45,3,3,3,1,1,2.0,0.82476849,1.0,,,,2019,5,23
937,945,98118,2,,5,5,5,5,5,4,3,4,4,3,2,2,1,2,1,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,1,1,1,1,2,2,38,3,4,3,2,1,1.0,0.611250909,1.0,,,,2019,5,23
941,949,98042,2,,4,3,3,3,3,3,1,3,3,3,3,2,2,2,2,1,1,1,4,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,3,3,4,4,4,4,2,2,1,1,1,1,1,2,1,2,1,1,2,1,36,3,3,2,2,1,1.0,0.642010256,1.0,,,,2019,5,23
